player_id,game_id,play_id,bayesian_rating,bayesian_uncertainty,overall_0_100
44854.0,2023091001.0,1574.0,6.145,0.098,61.449999999999996
44856.0,2023091707.0,4001.0,4.133,0.045,41.33
44860.0,2023091702.0,4016.0,3.931,0.035,39.31
44862.0,2023091400.0,4132.0,5.639,0.013,56.39
44869.0,2023091400.0,4000.0,5.547,0.015,55.47
44872.0,2023091702.0,3367.0,5.836,0.028,58.36
44874.0,2023091712.0,4055.0,3.997,0.031,39.97
44878.0,2023091709.0,3812.0,4.759,0.028,47.59
44888.0,2023091703.0,4478.0,5.431,0.019,54.31
44893.0,2023091711.0,1363.0,5.732,0.235,57.32
44896.0,2023091706.0,3751.0,4.061,0.023,40.61
44901.0,2023091008.0,3923.0,3.972,0.138,39.72
44902.0,2023091704.0,2880.0,5.307,0.16,53.07000000000001
44903.0,2023091709.0,77.0,4.752,0.8,47.519999999999996
44904.0,2023091710.0,3815.0,5.575,0.16,55.75
44906.0,2023091703.0,4478.0,5.354,0.016,53.54
44911.0,2023091700.0,3873.0,5.28,0.019,52.800000000000004
44912.0,2023091700.0,3873.0,4.061,0.062,40.61
44915.0,2023091702.0,2515.0,5.395,0.308,53.949999999999996
44917.0,2023091708.0,3082.0,3.983,0.04,39.83
44925.0,2023091706.0,676.0,5.186,0.035,51.86
44926.0,2023091705.0,4350.0,5.621,0.016,56.21000000000001
44927.0,2023091711.0,4627.0,4.022,0.037,40.22
44930.0,2023091703.0,4179.0,3.977,0.022,39.769999999999996
44931.0,2023091700.0,3873.0,4.053,0.045,40.53
44938.0,2023091704.0,4457.0,5.68,0.8,56.8
44947.0,2023091800.0,881.0,3.949,0.058,39.489999999999995
44948.0,2023091708.0,4341.0,3.896,0.022,38.96
44957.0,2023091704.0,3619.0,5.016,0.8,50.16
44959.0,2023091709.0,3812.0,3.969,0.031,39.69
44962.0,2023091801.0,4431.0,5.632,0.021,56.31999999999999
44974.0,2023091801.0,3000.0,6.046,0.049,60.46
44976.0,2023091701.0,3025.0,5.591,0.035,55.910000000000004
44978.0,2023091705.0,4064.0,3.873,0.075,38.730000000000004
44985.0,2023091003.0,1782.0,4.248,0.8,42.480000000000004
44990.0,2023091706.0,3512.0,3.928,0.07,39.28
44995.0,2023091008.0,2520.0,3.981,0.082,39.81
45004.0,2023091800.0,3852.0,5.557,0.027,55.57000000000001
45021.0,2023091700.0,3873.0,5.603,0.021,56.03
45052.0,2023091001.0,4662.0,3.934,0.041,39.34
45094.0,2023091004.0,1933.0,3.728,0.444,37.28
45102.0,2023091708.0,2300.0,4.188,0.138,41.879999999999995
45185.0,2023091712.0,4453.0,3.991,0.019,39.910000000000004
45186.0,2023091013.0,3538.0,3.942,0.308,39.42
45215.0,2023091008.0,4539.0,5.913,0.16,59.13
45244.0,2023091800.0,3042.0,3.721,0.16,37.21
45268.0,2023091702.0,2515.0,3.836,0.235,38.36
45287.0,2023091704.0,4457.0,5.947,0.017,59.47
45339.0,2023091712.0,2480.0,4.432,0.235,44.32000000000001
45345.0,2023091400.0,4107.0,5.662,0.03,56.62
45536.0,2023091013.0,3974.0,4.226,0.8,42.26
45571.0,2023091707.0,3600.0,5.564,0.022,55.64
45573.0,2023091010.0,4207.0,3.962,0.07,39.620000000000005
45635.0,2023091706.0,3981.0,3.737,0.121,37.370000000000005
45719.0,2023091704.0,4041.0,4.073,0.108,40.730000000000004
45900.0,2023091712.0,3576.0,3.905,0.058,39.05
46070.0,2023091706.0,3751.0,3.892,0.019,38.92
46071.0,2023091708.0,4145.0,3.92,0.03,39.2
46073.0,2023091801.0,2955.0,5.384,0.028,53.84
46074.0,2023091712.0,1639.0,5.916,0.235,59.160000000000004
46076.0,2023091701.0,3144.0,3.99,0.016,39.900000000000006
46077.0,2023091702.0,4016.0,5.59,0.02,55.9
46080.0,2023091801.0,2789.0,5.707,0.028,57.07
46081.0,2023091004.0,4015.0,4.404,0.8,44.04
46085.0,2023091706.0,3751.0,5.307,0.022,53.07000000000001
46086.0,2023091707.0,3600.0,5.622,0.02,56.22
46087.0,2023091700.0,3873.0,5.747,0.024,57.47
46088.0,2023091710.0,4103.0,5.187,0.033,51.870000000000005
46093.0,2023091706.0,3981.0,3.908,0.022,39.08
46094.0,2023091800.0,4304.0,3.874,0.027,38.74
46095.0,2023091705.0,4117.0,3.944,0.023,39.44
46096.0,2023091400.0,3117.0,3.735,0.444,37.35
46097.0,2023091400.0,4132.0,5.337,0.024,53.37
46099.0,2023091700.0,2941.0,6.0,0.8,60.0
46101.0,2023091702.0,3367.0,3.929,0.026,39.29
46104.0,2023091801.0,1163.0,4.208,0.108,42.08
46105.0,2023091704.0,4457.0,5.865,0.024,58.650000000000006
46109.0,2023091711.0,4627.0,3.958,0.02,39.58
46110.0,2023091707.0,3324.0,5.147,0.082,51.47
46111.0,2023091712.0,4453.0,3.94,0.025,39.4
46116.0,2023091705.0,4117.0,3.844,0.027,38.44
46117.0,2023091703.0,2268.0,5.655,0.19,56.550000000000004
46118.0,2023091400.0,3668.0,4.009,0.028,40.09
46122.0,2023091704.0,3791.0,5.631,0.034,56.31
46123.0,2023091700.0,4212.0,5.379,0.022,53.78999999999999
46124.0,2023091800.0,3852.0,5.559,0.028,55.59
46127.0,2023091709.0,4397.0,5.667,0.017,56.67
46130.0,2023091800.0,4369.0,3.856,0.058,38.56
46132.0,2023091004.0,4040.0,5.627,0.026,56.269999999999996
46137.0,2023091705.0,4117.0,5.605,0.021,56.050000000000004
46138.0,2023091002.0,1260.0,5.736,0.8,57.36
46139.0,2023091709.0,4397.0,5.465,0.013,54.65
46141.0,2023091005.0,3042.0,6.008,0.8,60.08
46142.0,2023091712.0,4453.0,5.612,0.023,56.120000000000005
46146.0,2023091702.0,584.0,6.038,0.444,60.38
46150.0,2023091710.0,3299.0,3.98,0.024,39.8
46151.0,2023091703.0,736.0,5.496,0.8,54.96000000000001
46153.0,2023091706.0,77.0,5.496,0.8,54.96000000000001
46155.0,2023091702.0,3367.0,3.914,0.047,39.14
46156.0,2023091707.0,2745.0,5.064,0.8,50.64
46157.0,2023091006.0,4420.0,5.649,0.308,56.49
46167.0,2023091801.0,4169.0,3.896,0.089,38.96
46168.0,2023091005.0,3603.0,5.922,0.308,59.22
46170.0,2023091800.0,2500.0,3.969,0.19,39.69
46175.0,2023091711.0,3794.0,5.79,0.025,57.9
46186.0,2023091710.0,4152.0,5.389,0.017,53.89
46188.0,2023091708.0,4145.0,5.374,0.019,53.739999999999995
46189.0,2023091703.0,4478.0,3.987,0.049,39.870000000000005
46190.0,2023091701.0,3025.0,5.751,0.032,57.510000000000005
46192.0,2023091712.0,3606.0,3.954,0.018,39.54
46194.0,2023091400.0,1025.0,5.513,0.025,55.129999999999995
46199.0,2023091400.0,2475.0,6.176,0.8,61.760000000000005
46203.0,2023091004.0,2607.0,3.733,0.444,37.33
46206.0,2023091704.0,4457.0,3.835,0.018,38.35
46211.0,2023091710.0,4152.0,5.814,0.017,58.14
46212.0,2023091712.0,3606.0,5.474,0.027,54.74
46213.0,2023091705.0,3670.0,3.92,0.029,39.2
46215.0,2023091700.0,4212.0,5.938,0.022,59.379999999999995
46223.0,2023091701.0,3521.0,5.44,0.8,54.400000000000006
46226.0,2023091710.0,3973.0,4.034,0.04,40.339999999999996
46229.0,2023091801.0,2698.0,6.1,0.8,61.0
46243.0,2023091705.0,4350.0,3.965,0.019,39.65
46256.0,2023091006.0,2657.0,4.312,0.8,43.120000000000005
46259.0,2023091712.0,4453.0,5.644,0.019,56.44
46269.0,2023091705.0,3789.0,5.761,0.017,57.61
46270.0,2023091400.0,685.0,3.938,0.444,39.38
46279.0,2023091712.0,3215.0,3.89,0.025,38.9
46304.0,2023091704.0,4457.0,5.975,0.018,59.75
46306.0,2023091710.0,2266.0,4.061,0.8,40.61
46309.0,2023091705.0,4350.0,3.912,0.07,39.12
46310.0,2023091706.0,3751.0,5.243,0.089,52.43000000000001
46331.0,2023091006.0,4079.0,4.356,0.444,43.56
46349.0,2023091006.0,4395.0,5.076,0.8,50.76
46424.0,2023091703.0,3690.0,3.77,0.19,37.7
46437.0,2023091702.0,3246.0,4.042,0.121,40.42
46456.0,2023091705.0,4350.0,5.69,0.016,56.900000000000006
46461.0,2023091001.0,4662.0,4.138,0.089,41.379999999999995
46522.0,2023091711.0,3747.0,3.955,0.19,39.55
46527.0,2023091800.0,3042.0,5.908,0.037,59.080000000000005
46542.0,2023091800.0,837.0,4.117,0.19,41.17
46652.0,2023091801.0,4431.0,5.751,0.047,57.510000000000005
46657.0,2023091708.0,2018.0,5.544,0.108,55.44
46669.0,2023091008.0,4539.0,5.71,0.108,57.1
46671.0,2023091701.0,2705.0,4.055,0.075,40.55
46672.0,2023091704.0,3791.0,6.056,0.04,60.56
46684.0,2023091700.0,989.0,4.668,0.8,46.68
46698.0,2023091801.0,4431.0,5.923,0.018,59.230000000000004
46699.0,2023091706.0,3475.0,4.792,0.8,47.92
46700.0,2023091705.0,4350.0,5.923,0.022,59.230000000000004
46705.0,2023091710.0,4103.0,3.991,0.029,39.910000000000004
46711.0,2023091706.0,3981.0,5.632,0.018,56.31999999999999
46724.0,2023091003.0,1171.0,6.092,0.8,60.919999999999995
46757.0,2023091709.0,4397.0,4.923,0.013,49.230000000000004
46759.0,2023091706.0,2542.0,3.645,0.308,36.45
46775.0,2023091707.0,2617.0,5.769,0.03,57.69
46807.0,2023091708.0,4145.0,5.406,0.03,54.059999999999995
46902.0,2023091701.0,3144.0,5.534,0.021,55.339999999999996
46908.0,2023091008.0,4539.0,5.726,0.235,57.26
46968.0,2023091007.0,3145.0,5.313,0.082,53.129999999999995
46992.0,2023091700.0,3843.0,4.083,0.235,40.83
47605.0,2023091705.0,1027.0,4.044,0.444,40.44
47749.0,2023091009.0,3386.0,3.972,0.121,39.72
47788.0,2023091706.0,3981.0,5.476,0.022,54.76
47789.0,2023091708.0,4145.0,3.971,0.018,39.71
47790.0,2023091705.0,1285.0,5.708,0.16,57.08
47791.0,2023091400.0,4132.0,3.869,0.017,38.690000000000005
47793.0,2023091012.0,3197.0,5.43,0.138,54.3
47799.0,2023091800.0,3852.0,5.686,0.235,56.86
47802.0,2023091707.0,1259.0,5.028,0.8,50.279999999999994
47803.0,2023091703.0,4401.0,3.989,0.043,39.89
47804.0,2023091700.0,3873.0,5.561,0.023,55.61
47807.0,2023091701.0,3000.0,3.935,0.04,39.35
47808.0,2023091708.0,4341.0,3.981,0.024,39.81
47809.0,2023091711.0,2647.0,5.024,0.8,50.24
47816.0,2023091400.0,3668.0,5.34,0.024,53.4
47817.0,2023091702.0,2981.0,5.259,0.055,52.59
47819.0,2023091709.0,3812.0,3.959,0.024,39.59
47822.0,2023091707.0,4001.0,5.398,0.019,53.98
47826.0,2023091712.0,3606.0,5.643,0.045,56.43
47833.0,2023091702.0,3901.0,3.912,0.024,39.12
47834.0,2023091400.0,3668.0,3.977,0.024,39.769999999999996
47835.0,2023091702.0,4016.0,4.351,0.235,43.51
47836.0,2023091800.0,4114.0,3.928,0.043,39.28
47839.0,2023091710.0,4103.0,3.944,0.108,39.44
47842.0,2023091708.0,3886.0,4.003,0.022,40.03
47844.0,2023091701.0,3521.0,5.04,0.8,50.4
47846.0,2023091801.0,3000.0,5.699,0.066,56.989999999999995
47847.0,2023091703.0,4478.0,3.87,0.024,38.7
47849.0,2023091006.0,2736.0,3.975,0.062,39.75
47852.0,2023091400.0,3438.0,3.975,0.066,39.75
47855.0,2023091702.0,3269.0,5.645,0.027,56.449999999999996
47856.0,2023091703.0,2960.0,3.945,0.045,39.449999999999996
47857.0,2023091704.0,4457.0,3.87,0.052,38.7
47859.0,2023091711.0,3369.0,4.024,0.028,40.24
47862.0,2023091701.0,2337.0,5.7,0.308,57.0
47863.0,2023091801.0,3000.0,5.816,0.07,58.16
47864.0,2023090700.0,3324.0,5.338,0.444,53.38
47870.0,2023091701.0,3144.0,3.851,0.19,38.51
47871.0,2023091711.0,4524.0,5.34,0.023,53.4
47872.0,2023091708.0,4341.0,5.804,0.025,58.040000000000006
47876.0,2023091801.0,3000.0,3.725,0.16,37.25
47877.0,2023091706.0,3981.0,5.867,0.018,58.67
47878.0,2023091708.0,3128.0,5.556,0.235,55.56
47879.0,2023091701.0,2777.0,3.984,0.024,39.84
47881.0,2023091710.0,4152.0,5.575,0.018,55.75
47882.0,2023091705.0,4032.0,5.531,0.052,55.309999999999995
47885.0,2023091400.0,4000.0,3.965,0.023,39.65
47888.0,2023091703.0,4478.0,5.538,0.017,55.38
47890.0,2023091706.0,1173.0,5.66,0.16,56.6
47891.0,2023091703.0,4179.0,5.495,0.016,54.95
47896.0,2023091702.0,2599.0,3.841,0.075,38.410000000000004
47899.0,2023091005.0,4270.0,5.496,0.055,54.96000000000001
47904.0,2023091707.0,2617.0,4.057,0.098,40.57000000000001
47911.0,2023091710.0,3299.0,3.927,0.035,39.27
47913.0,2023091705.0,4117.0,5.758,0.075,57.58
47915.0,2023091005.0,3603.0,5.669,0.444,56.69
47917.0,2023091706.0,1537.0,4.772,0.8,47.72
47920.0,2023091800.0,1945.0,3.975,0.07,39.75
47931.0,2023091709.0,4397.0,5.363,0.013,53.63
47932.0,2023091701.0,3521.0,4.009,0.045,40.09
47934.0,2023091712.0,3844.0,5.175,0.055,51.75
47938.0,2023091011.0,3262.0,6.013,0.235,60.129999999999995
47939.0,2023091008.0,1473.0,5.984,0.8,59.84
47941.0,2023091012.0,3663.0,5.314,0.108,53.14
47947.0,2023091704.0,4041.0,5.657,0.043,56.57
47954.0,2023091708.0,4145.0,4.08,0.024,40.8
47956.0,2023091801.0,4431.0,5.444,0.023,54.44
47961.0,2023091704.0,3791.0,3.839,0.052,38.39
47965.0,2023091702.0,3796.0,3.86,0.121,38.6
47970.0,2023091003.0,4333.0,3.585,0.235,35.85
47971.0,2023091712.0,4428.0,5.418,0.043,54.18
47974.0,2023091701.0,2777.0,5.47,0.018,54.699999999999996
47991.0,2023091700.0,3232.0,4.332,0.308,43.32
48026.0,2023091702.0,3189.0,5.626,0.025,56.260000000000005
48027.0,2023091700.0,4189.0,5.43,0.024,54.3
48096.0,2023091704.0,1609.0,3.72,0.235,37.2
48097.0,2023091009.0,3754.0,3.879,0.049,38.79
48207.0,2023091008.0,1473.0,4.324,0.444,43.239999999999995
48208.0,2023091002.0,4036.0,3.942,0.8,39.42
48233.0,2023091712.0,3606.0,3.982,0.049,39.82
48241.0,2023091700.0,3873.0,5.505,0.028,55.05
48266.0,2023091703.0,1206.0,4.116,0.444,41.16
48268.0,2023091707.0,4001.0,5.656,0.021,56.559999999999995
48374.0,2023091400.0,3668.0,3.987,0.089,39.870000000000005
48415.0,2023091701.0,2675.0,3.964,0.089,39.64
48456.0,2023091707.0,3807.0,4.176,0.041,41.760000000000005
48471.0,2023091702.0,4016.0,3.876,0.138,38.76
48482.0,2023091701.0,3521.0,4.992,0.8,49.92
48487.0,2023091701.0,3521.0,5.452,0.8,54.519999999999996
48508.0,2023091705.0,3601.0,5.495,0.235,54.95
48516.0,2023091706.0,3266.0,5.499,0.021,54.989999999999995
48537.0,2023091005.0,4147.0,6.091,0.444,60.910000000000004
48541.0,2023091711.0,4219.0,4.077,0.04,40.769999999999996
48581.0,2023091701.0,3144.0,5.28,0.444,52.800000000000004
48707.0,2023091703.0,3874.0,4.14,0.308,41.4
48988.0,2023091801.0,1071.0,4.013,0.8,40.129999999999995
49410.0,2023091708.0,4145.0,5.557,0.018,55.57000000000001
52272.0,2023091700.0,4212.0,5.561,0.029,55.61
52409.0,2023091702.0,4016.0,3.8,0.02,38.0
52413.0,2023091712.0,3606.0,3.918,0.016,39.18
52414.0,2023091707.0,4001.0,3.957,0.018,39.57
52416.0,2023091708.0,4048.0,5.093,0.082,50.93
52417.0,2023091800.0,3852.0,5.799,0.029,57.99
52423.0,2023091711.0,4627.0,4.089,0.049,40.89
52424.0,2023091700.0,4212.0,5.069,0.021,50.69
52425.0,2023091710.0,3299.0,3.921,0.021,39.21
52428.0,2023091003.0,4201.0,6.196,0.444,61.959999999999994
52430.0,2023091400.0,4132.0,3.955,0.013,39.55
52431.0,2023091707.0,3600.0,5.555,0.022,55.55
52433.0,2023091709.0,3812.0,3.918,0.027,39.18
52434.0,2023091700.0,4212.0,3.972,0.023,39.72
52435.0,2023091703.0,4179.0,5.461,0.025,54.61
52436.0,2023091702.0,4016.0,5.467,0.02,54.669999999999995
52438.0,2023091013.0,3870.0,5.105,0.19,51.050000000000004
52440.0,2023091705.0,3097.0,4.108,0.098,41.08
52441.0,2023091702.0,3901.0,3.88,0.021,38.8
52442.0,2023091704.0,3791.0,3.93,0.019,39.300000000000004
52443.0,2023091400.0,2885.0,3.992,0.066,39.92
52444.0,2023091708.0,4341.0,5.499,0.023,54.989999999999995
52445.0,2023091712.0,3606.0,5.539,0.022,55.39
52446.0,2023091800.0,2839.0,5.767,0.444,57.67
52450.0,2023091800.0,2430.0,3.744,0.138,37.440000000000005
52451.0,2023091706.0,3512.0,3.912,0.026,39.12
52452.0,2023091801.0,3000.0,5.879,0.028,58.78999999999999
52453.0,2023091706.0,3981.0,5.567,0.018,55.67
52456.0,2023091703.0,3690.0,4.998,0.308,49.980000000000004
52457.0,2023091706.0,3981.0,3.914,0.03,39.14
52458.0,2023091706.0,3751.0,5.2,0.02,52.0
52459.0,2023091710.0,4103.0,5.995,0.026,59.95
52460.0,2023091012.0,3298.0,4.022,0.444,40.22
52461.0,2023091400.0,3668.0,3.905,0.023,39.05
52462.0,2023091100.0,804.0,5.468,0.8,54.68
52463.0,2023091001.0,2523.0,4.001,0.16,40.010000000000005
52465.0,2023091709.0,4342.0,3.874,0.014,38.74
52468.0,2023091712.0,2732.0,5.788,0.235,57.88
52469.0,2023091005.0,3875.0,5.988,0.098,59.88
52470.0,2023091700.0,3373.0,3.954,0.052,39.54
52471.0,2023091705.0,3890.0,5.911,0.049,59.11
52472.0,2023091800.0,2196.0,5.499,0.075,54.989999999999995
52473.0,2023091702.0,3189.0,5.658,0.025,56.580000000000005
52474.0,2023091711.0,3794.0,3.872,0.035,38.72
52476.0,2023091710.0,3029.0,5.671,0.444,56.71
52482.0,2023091005.0,2440.0,4.914,0.308,49.14
52493.0,2023091704.0,4457.0,5.829,0.017,58.29
52494.0,2023091704.0,3791.0,3.855,0.049,38.55
52500.0,2023091702.0,3246.0,3.971,0.19,39.71
52502.0,2023091700.0,2395.0,3.982,0.108,39.82
52506.0,2023091702.0,2663.0,5.162,0.235,51.62
