game_id,play_id,nfl_id,A,S,E,Eyes,Innovation,Improv,PER10,PER10_360,quick_instinct,player_side
2023090700,436,43290,10,3.0,4,5.85,1.12,3.95,5.0,5.0,0,
2023090700,436,44930,6,3.0,8,9.82,0.15,3.17,5.0,5.0,0,
2023090700,436,46137,10,5.0,4,9.52,0.41,3.29,6.0,5.0,0,Defense
2023090700,436,52546,10,3.0,5,3.12,0.93,4.79,4.0,4.0,0,Defense
2023090700,436,53487,10,3.0,7,3.2,0.43,2.52,5.0,4.0,0,Defense
2023090700,436,53541,6,3.0,5,5.54,1.28,3.24,4.0,4.0,0,Offense
2023090700,436,54486,10,3.0,4,3.68,0.36,2.73,4.0,4.0,0,Defense
2023090700,436,54527,10,3.0,5,4.79,0.12,3.04,5.0,4.0,0,Defense
2023090700,436,54600,10,3.0,6,6.32,0.18,2.46,5.0,5.0,0,Defense
2023090700,436,55899,10,3.0,6,9.91,0.44,2.96,6.0,5.0,0,
2023090700,461,43290,10,5.0,5,4.59,0.22,2.69,5.0,5.0,0,
2023090700,461,44930,6,6.0,6,6.22,0.7,3.32,5.0,5.0,0,Offense
2023090700,461,46137,8,6.0,5,7.07,0.18,3.25,5.0,5.0,0,Defense
2023090700,461,47856,6,3.0,7,4.94,0.38,2.48,4.0,4.0,0,
2023090700,461,52471,10,3.0,4,5.98,0.86,3.27,5.0,5.0,0,Defense
2023090700,461,52546,10,3.0,6,7.17,0.07,2.79,5.0,5.0,0,Defense
2023090700,461,53487,10,3.0,6,6.74,0.36,3.24,5.0,5.0,0,Defense
2023090700,461,53541,6,3.0,7,4.01,0.72,2.39,4.0,4.0,0,
2023090700,461,54486,10,6.0,6,5.42,0.29,3.33,6.0,5.0,0,Defense
2023090700,461,54527,10,6.0,5,9.86,0.13,3.04,6.0,6.0,0,Defense
2023090700,461,55876,10,6.0,9,3.65,0.92,3.9,6.0,6.0,0,
2023090700,461,55899,6,6.0,5,4.04,0.39,2.9,4.0,4.0,0,
2023090700,461,55984,10,3.0,5,8.92,0.14,2.92,5.0,5.0,0,Defense
2023090700,530,43290,10,3.0,5,3.72,0.05,3.64,4.0,4.0,0,
2023090700,530,44930,6,3.0,6,3.15,0.26,2.41,4.0,3.0,0,
2023090700,530,46137,10,5.0,5,6.76,0.24,3.39,5.0,5.0,0,Defense
2023090700,530,46424,10,5.0,4,3.38,1.08,4.01,5.0,5.0,0,
2023090700,530,52471,10,6.0,6,7.64,0.08,3.15,6.0,5.0,0,Defense
2023090700,530,52546,10,3.0,4,3.49,0.41,3.4,4.0,4.0,0,Defense
2023090700,530,53487,10,3.0,6,9.56,0.21,3.14,6.0,5.0,0,Defense
2023090700,530,53541,6,3.0,6,4.27,0.18,3.19,4.0,4.0,0,Offense
2023090700,530,54486,10,3.0,4,9.8,1.11,3.07,6.0,5.0,0,Defense
2023090700,530,54527,10,3.0,5,5.22,0.07,3.11,5.0,4.0,0,Defense
2023090700,530,54568,8,5.0,5,9.63,0.59,3.62,6.0,5.0,0,Defense
2023090700,530,55876,10,3.0,6,3.01,0.26,2.88,4.0,4.0,0,
2023090700,530,55899,6,3.0,5,7.13,0.52,3.71,4.0,4.0,0,
2023090700,621,38696,10,3.0,7,3.4,0.48,3.15,5.0,5.0,0,
2023090700,621,43290,10,3.0,4,4.34,0.3,4.13,4.0,4.0,0,
2023090700,621,44930,6,3.0,5,6.99,0.81,3.56,4.0,4.0,0,
2023090700,621,46137,10,3.0,4,3.32,1.18,4.62,4.0,4.0,0,Defense
2023090700,621,47856,8,3.0,6,4.35,0.34,3.09,4.0,4.0,0,
2023090700,621,47882,10,3.0,6,5.87,0.4,1.8,5.0,5.0,0,Defense
2023090700,621,52546,10,5.0,7,3.49,0.1,3.71,5.0,5.0,0,Defense
2023090700,621,53487,10,3.0,5,6.93,0.1,2.94,5.0,5.0,0,Defense
2023090700,621,53541,6,3.0,6,3.09,0.16,1.69,4.0,3.0,0,Offense
2023090700,621,54486,10,3.0,6,9.75,1.71,4.99,6.0,6.0,0,Defense
2023090700,621,54527,10,5.0,7,9.83,0.25,3.31,6.0,6.0,0,Defense
2023090700,621,54600,10,3.0,6,9.53,1.44,4.05,6.0,6.0,0,Defense
2023090700,621,55899,6,3.0,6,6.35,0.33,2.95,4.0,4.0,0,
2023090700,713,44822,10,5.0,5,9.47,0.19,2.79,6.0,5.0,0,
2023090700,713,44888,8,5.0,6,2.99,0.24,3.37,4.0,4.0,0,Defense
2023090700,713,44906,8,3.0,4,3.09,0.62,3.02,4.0,4.0,0,Defense
2023090700,713,46243,6,3.0,6,9.64,0.94,3.86,5.0,5.0,0,
2023090700,713,46309,6,3.0,6,6.92,1.07,3.44,5.0,4.0,0,
2023090700,713,47888,10,5.0,2,4.52,3.2,5.2,5.0,5.0,0,Defense
2023090700,713,53591,6,3.0,6,6.95,0.38,3.32,4.0,4.0,0,Offense
2023090700,713,53953,10,5.0,4,5.18,2.89,5.81,5.0,5.0,0,Defense
2023090700,713,54562,10,3.0,5,3.43,0.68,2.97,4.0,4.0,0,Defense
2023090700,713,54716,10,3.0,4,7.06,1.08,3.5,5.0,5.0,0,
2023090700,713,55882,8,3.0,6,3.02,0.8,4.09,4.0,4.0,0,Defense
2023090700,713,55910,8,3.0,4,3.0,2.2,4.1,4.0,4.0,0,Defense
2023090700,713,55920,6,3.0,6,7.28,0.83,3.61,5.0,4.0,0,
2023090700,736,41325,10,3.0,5,4.28,0.6,2.66,5.0,4.0,0,
2023090700,736,44822,10,5.0,4,3.24,0.19,1.88,4.0,4.0,0,
2023090700,736,44888,10,8.0,7,8.87,0.48,2.35,7.0,6.0,0,Defense
2023090700,736,44906,10,3.0,6,8.95,0.14,3.02,6.0,5.0,0,Defense
2023090700,736,46213,4,3.0,7,5.08,0.8,3.4,4.0,4.0,0,Offense
2023090700,736,46243,4,3.0,6,4.46,1.16,3.36,4.0,4.0,0,
2023090700,736,47888,10,3.0,6,7.2,0.07,3.1,5.0,5.0,0,Defense
2023090700,736,53591,6,5.0,5,3.67,0.49,2.94,4.0,4.0,0,
2023090700,736,53953,6,3.0,5,6.09,0.57,1.03,4.0,4.0,0,Defense
2023090700,736,54519,2,3.0,6,5.34,0.66,3.44,3.0,3.0,0,
2023090700,736,54562,10,8.0,5,6.04,0.55,3.42,6.0,6.0,0,Defense
2023090700,736,55910,4,5.0,4,6.4,0.51,1.82,4.0,4.0,0,Defense
2023090700,877,44822,10,6.0,6,4.93,0.17,3.52,5.0,5.0,0,
2023090700,877,44888,10,3.0,8,4.79,0.06,3.03,5.0,5.0,0,Defense
2023090700,877,44906,6,3.0,5,5.37,0.15,2.88,4.0,4.0,0,Defense
2023090700,877,46243,6,3.0,6,6.23,0.69,2.15,4.0,4.0,0,Offense
2023090700,877,47888,8,3.0,5,6.02,0.08,2.7,4.0,4.0,0,Defense
2023090700,877,53591,10,3.0,7,4.23,0.3,3.22,5.0,5.0,0,
2023090700,877,53953,6,3.0,6,6.0,0.52,2.98,4.0,4.0,0,Defense
2023090700,877,54562,4,3.0,7,6.74,0.17,3.47,4.0,4.0,0,Defense
2023090700,877,54716,6,3.0,6,4.05,0.79,3.06,4.0,4.0,0,
2023090700,877,55882,6,3.0,7,6.02,0.13,3.17,4.0,4.0,0,Defense
2023090700,902,42460,10,3.0,4,5.9,2.17,4.81,5.0,5.0,0,
2023090700,902,44822,10,3.0,4,6.44,0.22,3.58,5.0,5.0,0,
2023090700,902,44888,8,3.0,4,3.21,1.92,4.5,4.0,4.0,0,Defense
2023090700,902,44906,10,3.0,4,6.31,0.46,3.72,5.0,5.0,0,Defense
2023090700,902,46243,6,3.0,6,3.37,0.19,3.19,4.0,4.0,0,
2023090700,902,47888,10,3.0,4,3.61,0.4,1.92,4.0,4.0,0,Defense
2023090700,902,53449,6,3.0,6,9.71,0.22,2.98,5.0,5.0,0,
2023090700,902,53953,6,3.0,5,5.59,1.15,5.19,4.0,4.0,0,Defense
2023090700,902,54562,10,3.0,6,5.14,0.18,3.6,5.0,5.0,0,Defense
2023090700,902,54716,6,3.0,6,6.24,0.35,3.25,4.0,4.0,0,
2023090700,902,55882,8,3.0,5,2.99,0.83,4.24,4.0,4.0,0,Defense
2023090700,902,55910,10,3.0,4,6.88,0.38,3.33,5.0,5.0,0,Defense
2023090700,902,55920,8,3.0,6,4.3,0.79,3.51,4.0,4.0,0,Offense
2023090700,1001,41325,6,3.0,6,8.34,0.51,3.53,5.0,5.0,0,
2023090700,1001,44822,10,5.0,4,6.11,0.15,2.92,5.0,5.0,0,
2023090700,1001,44834,10,6.0,6,3.42,0.28,2.02,5.0,5.0,0,Defense
2023090700,1001,44888,4,3.0,7,4.24,0.25,3.48,4.0,4.0,0,Defense
2023090700,1001,44906,6,6.0,5,3.97,0.25,2.56,4.0,4.0,0,Defense
2023090700,1001,46243,8,3.0,7,9.23,0.47,3.46,6.0,5.0,0,
2023090700,1001,46309,6,3.0,7,5.61,0.8,3.49,4.0,4.0,0,
2023090700,1001,47888,4,6.0,5,3.69,0.61,1.99,4.0,4.0,0,Defense
2023090700,1001,53591,10,3.0,7,6.16,0.16,2.55,5.0,5.0,0,
2023090700,1001,53953,2,6.0,4,4.14,0.65,2.06,3.0,3.0,0,Defense
2023090700,1001,54562,10,6.0,5,3.12,0.76,1.74,5.0,4.0,0,Defense
2023090700,1001,55910,8,6.0,6,4.0,0.16,2.55,5.0,4.0,0,Defense
2023090700,1001,55920,4,3.0,6,6.51,0.86,3.18,4.0,4.0,0,Offense
2023090700,1069,43290,10,3.0,4,5.85,0.39,2.58,5.0,4.0,0,
2023090700,1069,44930,10,3.0,5,3.91,0.98,3.37,5.0,4.0,0,
2023090700,1069,46137,10,6.0,8,9.74,0.03,3.1,7.0,6.0,0,Defense
2023090700,1069,52471,10,3.0,6,9.85,0.41,2.35,6.0,5.0,0,Defense
2023090700,1069,52546,8,3.0,6,5.41,1.8,3.36,5.0,5.0,0,Defense
2023090700,1069,53487,8,3.0,6,9.53,0.43,1.63,5.0,5.0,0,Defense
2023090700,1069,53541,6,3.0,6,3.4,1.04,4.52,4.0,4.0,0,
2023090700,1069,53959,8,3.0,6,7.1,1.5,3.27,5.0,5.0,0,Offense
2023090700,1069,54486,10,3.0,5,9.63,0.04,3.96,6.0,5.0,0,Defense
2023090700,1069,54527,10,3.0,6,5.25,0.05,3.62,5.0,5.0,0,Defense
2023090700,1069,54568,10,3.0,6,3.85,0.36,2.23,5.0,4.0,0,Defense
2023090700,1069,55899,10,3.0,5,4.83,0.46,2.27,5.0,4.0,0,
2023090700,1154,43290,10,3.0,5,6.0,0.24,2.5,5.0,4.0,0,
2023090700,1154,43584,6,3.0,7,5.65,1.17,2.93,5.0,4.0,0,
2023090700,1154,46137,10,10.0,7,5.29,0.23,2.83,7.0,6.0,0,Defense
2023090700,1154,47856,6,3.0,6,6.27,0.69,3.56,4.0,4.0,0,
2023090700,1154,52471,10,8.0,6,4.88,0.29,1.24,6.0,5.0,0,Defense
2023090700,1154,52546,2,5.0,5,5.22,0.1,3.26,3.0,3.0,0,Defense
2023090700,1154,53487,6,3.0,6,4.57,0.38,0.64,4.0,3.0,0,Defense
2023090700,1154,53541,6,3.0,7,6.9,0.93,3.22,5.0,5.0,0,Offense
2023090700,1154,54486,6,6.0,5,3.6,0.16,3.21,4.0,4.0,0,Defense
2023090700,1154,54527,8,3.0,7,4.9,0.08,3.1,5.0,4.0,0,Defense
2023090700,1154,54568,4,8.0,6,4.05,0.39,3.25,4.0,4.0,0,Defense
2023090700,1201,38696,6,3.0,7,9.69,0.18,3.97,5.0,5.0,0,
2023090700,1201,43290,10,3.0,4,6.52,0.67,2.49,5.0,4.0,0,
2023090700,1201,44930,10,3.0,7,9.76,0.35,3.43,6.0,6.0,0,
2023090700,1201,46137,10,3.0,6,6.1,0.03,3.76,5.0,5.0,0,Defense
2023090700,1201,52471,10,3.0,7,4.03,0.04,3.19,5.0,5.0,0,Defense
2023090700,1201,52546,10,3.0,4,3.07,0.18,3.82,4.0,4.0,0,Defense
2023090700,1201,52585,10,3.0,3,3.78,3.12,4.65,5.0,5.0,0,Defense
2023090700,1201,53541,8,3.0,6,3.23,0.14,3.91,4.0,4.0,0,
2023090700,1201,54486,10,3.0,5,6.39,0.85,2.26,5.0,5.0,0,Defense
2023090700,1201,54527,10,6.0,7,4.71,0.05,3.08,6.0,5.0,0,Defense
2023090700,1201,55899,6,3.0,6,3.08,1.99,5.33,4.0,4.0,0,Offense
2023090700,1300,38696,8,3.0,6,6.3,0.21,3.39,5.0,4.0,0,
2023090700,1300,43290,10,5.0,4,9.59,0.06,3.09,6.0,5.0,0,
2023090700,1300,44930,10,3.0,7,9.65,1.01,3.82,6.0,6.0,0,
2023090700,1300,46137,10,6.0,6,5.62,0.11,2.88,6.0,5.0,0,Defense
2023090700,1300,52546,8,3.0,6,3.28,1.15,3.3,4.0,4.0,0,Defense
2023090700,1300,53487,6,3.0,5,3.03,0.24,3.0,3.0,3.0,0,Defense
2023090700,1300,53541,10,3.0,6,9.92,0.5,4.37,6.0,6.0,0,
2023090700,1300,54486,10,3.0,4,3.08,0.38,2.72,4.0,4.0,0,Defense
2023090700,1300,54495,10,3.0,5,3.67,1.73,4.86,5.0,5.0,0,Defense
2023090700,1300,54527,8,3.0,6,4.67,0.04,3.48,4.0,4.0,0,Defense
2023090700,1300,55876,6,3.0,6,9.56,0.75,2.58,5.0,5.0,0,Offense
2023090700,1300,55899,6,3.0,6,9.57,1.15,3.53,5.0,5.0,0,
2023090700,1422,44822,10,10.0,5,2.99,0.21,3.01,6.0,5.0,0,
2023090700,1422,44906,10,10.0,5,6.82,0.43,2.97,6.0,6.0,0,Defense
2023090700,1422,46309,10,3.0,6,4.28,0.52,1.32,5.0,4.0,0,
2023090700,1422,47888,8,10.0,5,7.4,0.11,3.11,6.0,6.0,0,Defense
2023090700,1422,53591,6,3.0,7,5.49,2.28,4.69,5.0,5.0,0,Offense
2023090700,1422,53953,10,5.0,6,8.2,0.47,1.85,6.0,5.0,0,Defense
2023090700,1422,54511,2,5.0,5,6.55,0.47,2.94,4.0,4.0,0,Defense
2023090700,1422,54519,4,3.0,6,4.87,1.75,3.83,4.0,4.0,0,
2023090700,1422,54562,2,10.0,5,5.97,0.4,0.7,5.0,4.0,0,Defense
2023090700,1422,55910,4,5.0,5,6.16,0.45,2.04,4.0,4.0,0,Defense
2023090700,1422,55920,6,3.0,6,4.83,2.03,3.65,4.0,4.0,0,
2023090700,1494,38696,6,3.0,7,4.27,0.92,3.59,4.0,4.0,0,Offense
2023090700,1494,43290,10,8.0,6,5.14,0.14,3.12,6.0,5.0,0,
2023090700,1494,44930,6,3.0,7,4.93,1.04,3.2,4.0,4.0,0,
2023090700,1494,46137,6,3.0,5,3.26,0.09,3.13,3.0,3.0,0,Defense
2023090700,1494,47913,4,3.0,5,4.21,0.38,1.24,3.0,3.0,0,Defense
2023090700,1494,52471,10,10.0,7,3.07,0.15,2.69,6.0,5.0,0,Defense
2023090700,1494,52546,6,3.0,5,4.87,0.55,2.89,4.0,4.0,0,Defense
2023090700,1494,53541,6,3.0,7,7.01,1.22,3.05,5.0,5.0,0,
2023090700,1494,54486,2,6.0,6,5.78,0.92,4.28,4.0,4.0,0,Defense
2023090700,1494,54527,8,10.0,7,5.82,0.2,2.92,6.0,6.0,0,Defense
2023090700,1563,44822,10,3.0,5,4.85,0.39,3.79,5.0,5.0,0,
2023090700,1563,44888,8,3.0,4,9.36,1.44,2.54,5.0,5.0,0,Defense
2023090700,1563,44906,6,3.0,4,5.13,0.62,3.18,4.0,4.0,0,Defense
2023090700,1563,46243,10,3.0,5,3.49,0.72,2.4,4.0,4.0,0,
2023090700,1563,47888,10,3.0,5,6.09,0.07,2.87,5.0,5.0,0,Defense
2023090700,1563,53591,10,3.0,6,4.36,0.89,3.52,5.0,5.0,0,
2023090700,1563,53953,8,3.0,5,6.36,0.15,2.3,5.0,4.0,0,Defense
2023090700,1563,54562,10,3.0,4,9.62,2.5,4.77,6.0,6.0,0,Defense
2023090700,1563,54716,6,3.0,6,5.54,0.22,1.76,4.0,4.0,0,
2023090700,1563,54885,6,3.0,6,5.27,1.34,2.86,4.0,4.0,0,
2023090700,1563,55882,10,3.0,3,7.2,1.01,2.61,5.0,4.0,0,Defense
2023090700,1563,55910,6,3.0,5,8.86,0.14,3.2,5.0,4.0,0,Defense
2023090700,1563,55920,6,3.0,7,4.17,0.36,2.53,4.0,4.0,0,Offense
2023090700,1588,41325,10,6.0,6,5.45,0.28,2.79,6.0,5.0,0,
2023090700,1588,44822,10,10.0,4,4.86,0.35,1.91,6.0,5.0,0,
2023090700,1588,44888,2,10.0,5,5.04,0.37,2.5,4.0,4.0,0,Defense
2023090700,1588,44906,2,3.0,5,5.62,0.34,2.38,3.0,3.0,0,Defense
2023090700,1588,46243,6,3.0,7,5.17,3.34,5.74,5.0,5.0,0,
2023090700,1588,46309,4,3.0,7,5.01,3.32,6.06,4.0,5.0,0,Offense
2023090700,1588,47888,2,10.0,4,3.57,0.41,1.75,4.0,4.0,0,Defense
2023090700,1588,53449,4,3.0,6,6.23,2.17,4.54,4.0,4.0,0,
2023090700,1588,53591,4,3.0,8,6.15,3.05,5.88,5.0,5.0,0,
2023090700,1588,53953,2,10.0,5,2.96,0.34,2.84,4.0,4.0,0,Defense
2023090700,1588,54562,2,10.0,4,4.24,0.54,2.79,4.0,4.0,0,Defense
2023090700,1588,55882,2,10.0,5,5.28,0.38,1.55,5.0,4.0,0,Defense
2023090700,1588,55910,6,3.0,4,5.07,0.5,3.04,4.0,4.0,0,Defense
2023090700,1618,41325,10,3.0,5,9.76,0.62,3.18,6.0,5.0,0,
2023090700,1618,44822,10,3.0,3,7.2,2.24,4.91,5.0,5.0,0,
2023090700,1618,44888,10,5.0,6,3.02,0.16,3.35,5.0,5.0,0,Defense
2023090700,1618,44906,10,3.0,4,3.58,0.33,3.09,4.0,4.0,0,Defense
2023090700,1618,46309,6,3.0,6,3.37,0.13,3.16,4.0,4.0,0,
2023090700,1618,47888,10,3.0,4,3.98,0.96,4.05,4.0,4.0,0,Defense
2023090700,1618,53591,8,3.0,7,9.17,0.42,2.44,6.0,5.0,0,
2023090700,1618,53953,10,3.0,5,6.68,0.13,2.8,5.0,5.0,0,Defense
2023090700,1618,54519,10,3.0,7,9.75,0.12,2.7,6.0,5.0,0,
2023090700,1618,54562,10,3.0,5,5.45,0.14,2.82,5.0,4.0,0,Defense
2023090700,1618,55882,8,3.0,4,3.63,0.49,2.56,4.0,4.0,0,Defense
2023090700,1618,55910,10,5.0,5,5.48,0.56,1.74,5.0,5.0,0,Defense
2023090700,1618,55920,6,3.0,6,3.65,0.36,2.85,4.0,4.0,0,Offense
2023090700,1679,41325,10,10.0,5,4.77,0.53,2.25,6.0,5.0,0,
2023090700,1679,44822,10,10.0,4,4.36,0.73,2.52,6.0,5.0,0,
2023090700,1679,44888,2,10.0,5,5.88,0.16,2.32,5.0,4.0,0,Defense
2023090700,1679,44906,4,3.0,6,5.93,0.2,2.67,4.0,4.0,0,Defense
2023090700,1679,46213,6,3.0,7,4.49,2.3,4.27,5.0,5.0,0,
2023090700,1679,46243,4,3.0,7,5.53,2.23,5.06,4.0,4.0,0,Offense
2023090700,1679,47888,2,10.0,4,5.44,0.49,2.96,4.0,4.0,0,Defense
2023090700,1679,53591,10,8.0,6,5.3,0.66,3.38,6.0,6.0,0,
2023090700,1679,53953,4,8.0,6,4.38,0.25,2.47,5.0,4.0,0,Defense
2023090700,1679,54519,4,3.0,7,5.89,1.91,3.86,4.0,4.0,0,
2023090700,1679,54562,10,10.0,5,5.95,1.03,3.67,6.0,6.0,0,Defense
2023090700,1679,54653,4,10.0,4,4.98,0.29,2.0,5.0,4.0,0,Defense
2023090700,1679,55910,8,8.0,6,2.91,0.45,1.8,5.0,5.0,0,Defense
2023090700,1711,41325,10,6.0,6,4.51,0.25,2.53,5.0,5.0,0,
2023090700,1711,44822,10,10.0,5,5.49,0.18,2.6,6.0,6.0,0,
2023090700,1711,44888,4,3.0,5,4.93,0.17,3.08,3.0,3.0,0,Defense
2023090700,1711,44906,2,5.0,7,6.41,0.14,3.08,4.0,4.0,0,Defense
2023090700,1711,46213,4,3.0,7,5.39,2.01,4.48,4.0,4.0,0,Offense
2023090700,1711,46243,6,3.0,7,7.09,1.7,3.78,5.0,5.0,0,
2023090700,1711,47888,2,8.0,5,3.72,0.12,2.72,4.0,4.0,0,Defense
2023090700,1711,53591,2,8.0,6,7.98,0.25,2.27,5.0,4.0,0,
2023090700,1711,53953,2,8.0,6,3.43,0.45,3.32,4.0,4.0,0,Defense
2023090700,1711,54519,6,3.0,7,6.09,1.74,4.19,5.0,5.0,0,
2023090700,1711,54562,10,10.0,5,3.16,0.12,2.68,6.0,5.0,0,Defense
2023090700,1711,55882,10,3.0,6,3.22,0.21,2.88,4.0,4.0,0,Defense
2023090700,1711,55910,4,10.0,5,3.16,0.26,1.55,4.0,4.0,0,Defense
2023090700,1741,41325,10,5.0,9,3.37,0.01,3.16,5.0,5.0,0,
2023090700,1741,42460,8,5.0,7,4.03,0.36,3.11,5.0,5.0,0,Offense
2023090700,1741,44822,10,3.0,4,3.66,0.18,3.35,4.0,4.0,0,
2023090700,1741,44834,10,3.0,6,7.0,0.46,3.58,5.0,5.0,0,Defense
2023090700,1741,44888,10,5.0,6,7.13,0.1,3.3,6.0,5.0,0,Defense
2023090700,1741,44906,10,3.0,8,4.03,0.05,3.25,5.0,5.0,0,Defense
2023090700,1741,47888,8,3.0,7,9.94,0.07,3.24,6.0,5.0,0,Defense
2023090700,1741,53591,6,6.0,6,4.39,0.77,3.66,5.0,4.0,0,
2023090700,1741,53953,10,3.0,5,7.21,0.44,3.28,5.0,5.0,0,Defense
2023090700,1741,54562,10,3.0,6,6.01,0.1,3.13,5.0,5.0,0,Defense
2023090700,1741,54885,6,3.0,7,3.11,0.05,1.56,4.0,3.0,0,
2023090700,1741,55910,10,3.0,6,4.57,0.07,3.09,5.0,4.0,0,Defense
2023090700,1741,55920,6,3.0,6,5.41,0.42,2.59,4.0,4.0,0,
2023090700,1812,38696,8,3.0,7,3.1,0.32,3.57,4.0,4.0,0,
2023090700,1812,43290,10,3.0,4,3.83,0.3,2.93,4.0,4.0,0,
2023090700,1812,44930,6,3.0,6,3.44,0.37,3.46,4.0,4.0,0,
2023090700,1812,46137,10,3.0,7,6.29,0.02,3.23,5.0,5.0,0,Defense
2023090700,1812,47882,10,3.0,6,5.19,0.02,3.67,5.0,5.0,0,Defense
2023090700,1812,52546,10,3.0,4,3.57,0.21,3.83,4.0,4.0,0,Defense
2023090700,1812,53487,10,3.0,6,9.91,0.15,3.56,6.0,5.0,0,Defense
2023090700,1812,53541,8,3.0,7,5.12,0.26,4.02,5.0,5.0,0,
2023090700,1812,54527,10,3.0,5,9.89,0.13,3.91,6.0,5.0,0,Defense
2023090700,1812,54600,8,5.0,5,9.75,1.44,2.56,6.0,5.0,0,Defense
2023090700,1812,55895,6,3.0,5,9.7,0.19,3.99,5.0,5.0,0,Defense
2023090700,1812,55899,6,3.0,6,6.96,1.18,3.11,5.0,4.0,0,Offense
2023090700,1837,38696,6,3.0,8,3.07,0.3,3.46,4.0,4.0,0,
2023090700,1837,43290,10,5.0,4,6.63,0.12,3.15,5.0,5.0,0,
2023090700,1837,44930,6,3.0,7,4.1,0.21,3.97,4.0,4.0,0,
2023090700,1837,46137,10,3.0,5,3.97,0.05,3.82,4.0,4.0,0,Defense
2023090700,1837,47856,10,3.0,6,7.23,1.59,4.54,6.0,5.0,0,
