game_id,play_id,nfl_id,player_name,player_position,player_role,player_side
2023090700,361,54495,George Karlaftis,DE,Defensive Coverage,Defense
2023090700,361,54527,Bryan Cook,FS,Defensive Coverage,Defense
2023090700,361,55899,Sam LaPorta,TE,Other Route Runner,Offense
2023090700,436,38696,Marvin Jones,WR,Other Route Runner,Offense
2023090700,436,43290,Jared Goff,QB,Passer,Offense
2023090700,436,44930,Josh Reynolds,WR,Other Route Runner,Offense
2023090700,436,46137,Justin Reid,SS,Defensive Coverage,Defense
2023090700,436,52546,L'Jarius Sneed,CB,Defensive Coverage,Defense
2023090700,436,53487,Nick Bolton,MLB,Defensive Coverage,Defense
2023090700,436,53541,Amon-Ra St. Brown,WR,Targeted Receiver,Offense
2023090700,436,54486,Trent McDuffie,CB,Defensive Coverage,Defense
2023090700,436,54527,Bryan Cook,FS,Defensive Coverage,Defense
2023090700,436,54600,Joshua Williams,CB,Defensive Coverage,Defense
2023090700,436,55899,Sam LaPorta,TE,Other Route Runner,Offense
2023090700,461,43290,Jared Goff,QB,Passer,Offense
2023090700,461,44930,Josh Reynolds,WR,Targeted Receiver,Offense
2023090700,461,46137,Justin Reid,SS,Defensive Coverage,Defense
2023090700,461,47856,David Montgomery,RB,Other Route Runner,Offense
2023090700,461,52471,Willie Gay Jr.,ILB,Defensive Coverage,Defense
2023090700,461,52546,L'Jarius Sneed,CB,Defensive Coverage,Defense
2023090700,461,53487,Nick Bolton,MLB,Defensive Coverage,Defense
2023090700,461,53541,Amon-Ra St. Brown,WR,Other Route Runner,Offense
2023090700,461,54486,Trent McDuffie,CB,Defensive Coverage,Defense
2023090700,461,54527,Bryan Cook,FS,Defensive Coverage,Defense
2023090700,461,55876,Jahmyr Gibbs,RB,Other Route Runner,Offense
2023090700,461,55899,Sam LaPorta,TE,Other Route Runner,Offense
2023090700,461,55984,Chamarri Conner,SS,Defensive Coverage,Defense
2023090700,530,43290,Jared Goff,QB,Passer,Offense
2023090700,530,44930,Josh Reynolds,WR,Other Route Runner,Offense
2023090700,530,46137,Justin Reid,SS,Defensive Coverage,Defense
2023090700,530,46424,Jason Cabinda,FB,Other Route Runner,Offense
2023090700,530,52471,Willie Gay Jr.,ILB,Defensive Coverage,Defense
2023090700,530,52546,L'Jarius Sneed,CB,Defensive Coverage,Defense
2023090700,530,53487,Nick Bolton,MLB,Defensive Coverage,Defense
2023090700,530,53541,Amon-Ra St. Brown,WR,Targeted Receiver,Offense
2023090700,530,54486,Trent McDuffie,CB,Defensive Coverage,Defense
2023090700,530,54527,Bryan Cook,FS,Defensive Coverage,Defense
2023090700,530,54568,Leo Chenal,OLB,Defensive Coverage,Defense
2023090700,530,55876,Jahmyr Gibbs,RB,Other Route Runner,Offense
2023090700,530,55899,Sam LaPorta,TE,Other Route Runner,Offense
2023090700,621,38696,Marvin Jones,WR,Other Route Runner,Offense
2023090700,621,43290,Jared Goff,QB,Passer,Offense
2023090700,621,44930,Josh Reynolds,WR,Other Route Runner,Offense
2023090700,621,46137,Justin Reid,SS,Defensive Coverage,Defense
2023090700,621,47856,David Montgomery,RB,Other Route Runner,Offense
2023090700,621,47882,Mike Edwards,FS,Defensive Coverage,Defense
2023090700,621,52546,L'Jarius Sneed,CB,Defensive Coverage,Defense
2023090700,621,53487,Nick Bolton,MLB,Defensive Coverage,Defense
2023090700,621,53541,Amon-Ra St. Brown,WR,Targeted Receiver,Offense
2023090700,621,54486,Trent McDuffie,CB,Defensive Coverage,Defense
2023090700,621,54527,Bryan Cook,FS,Defensive Coverage,Defense
2023090700,621,54600,Joshua Williams,CB,Defensive Coverage,Defense
2023090700,621,55899,Sam LaPorta,TE,Other Route Runner,Offense
2023090700,713,44822,Patrick Mahomes,QB,Passer,Offense
2023090700,713,44888,Alex Anzalone,OLB,Defensive Coverage,Defense
2023090700,713,44906,Cameron Sutton,CB,Defensive Coverage,Defense
2023090700,713,46243,Marquez Valdes-Scantling,WR,Other Route Runner,Offense
2023090700,713,46309,Richie James,WR,Other Route Runner,Offense
2023090700,713,47888,C.J. Gardner-Johnson,SS,Defensive Coverage,Defense
2023090700,713,53591,Noah Gray,TE,Targeted Receiver,Offense
2023090700,713,53953,Jerry Jacobs,CB,Defensive Coverage,Defense
2023090700,713,54562,Kerby Joseph,FS,Defensive Coverage,Defense
2023090700,713,54716,Isiah Pacheco,RB,Other Route Runner,Offense
2023090700,713,55882,Jack Campbell,MLB,Defensive Coverage,Defense
2023090700,713,55910,Brian Branch,SS,Defensive Coverage,Defense
2023090700,713,55920,Rashee Rice,WR,Other Route Runner,Offense
2023090700,736,41325,Jerick McKinnon,RB,Other Route Runner,Offense
2023090700,736,44822,Patrick Mahomes,QB,Passer,Offense
2023090700,736,44888,Alex Anzalone,OLB,Defensive Coverage,Defense
2023090700,736,44906,Cameron Sutton,CB,Defensive Coverage,Defense
2023090700,736,46213,Justin Watson,WR,Targeted Receiver,Offense
2023090700,736,46243,Marquez Valdes-Scantling,WR,Other Route Runner,Offense
2023090700,736,47888,C.J. Gardner-Johnson,SS,Defensive Coverage,Defense
2023090700,736,53591,Noah Gray,TE,Other Route Runner,Offense
2023090700,736,53953,Jerry Jacobs,CB,Defensive Coverage,Defense
2023090700,736,54519,Skyy Moore,WR,Other Route Runner,Offense
2023090700,736,54562,Kerby Joseph,FS,Defensive Coverage,Defense
2023090700,736,55910,Brian Branch,SS,Defensive Coverage,Defense
2023090700,877,44822,Patrick Mahomes,QB,Passer,Offense
2023090700,877,44888,Alex Anzalone,OLB,Defensive Coverage,Defense
2023090700,877,44906,Cameron Sutton,CB,Defensive Coverage,Defense
2023090700,877,46243,Marquez Valdes-Scantling,WR,Targeted Receiver,Offense
2023090700,877,47888,C.J. Gardner-Johnson,SS,Defensive Coverage,Defense
2023090700,877,53591,Noah Gray,TE,Other Route Runner,Offense
2023090700,877,53953,Jerry Jacobs,CB,Defensive Coverage,Defense
2023090700,877,54562,Kerby Joseph,FS,Defensive Coverage,Defense
2023090700,877,54716,Isiah Pacheco,RB,Other Route Runner,Offense
2023090700,877,55882,Jack Campbell,MLB,Defensive Coverage,Defense
2023090700,902,42460,Blake Bell,TE,Other Route Runner,Offense
2023090700,902,44822,Patrick Mahomes,QB,Passer,Offense
2023090700,902,44888,Alex Anzalone,OLB,Defensive Coverage,Defense
2023090700,902,44906,Cameron Sutton,CB,Defensive Coverage,Defense
2023090700,902,46243,Marquez Valdes-Scantling,WR,Other Route Runner,Offense
2023090700,902,47888,C.J. Gardner-Johnson,SS,Defensive Coverage,Defense
2023090700,902,53449,Kadarius Toney,WR,Other Route Runner,Offense
2023090700,902,53953,Jerry Jacobs,CB,Defensive Coverage,Defense
2023090700,902,54562,Kerby Joseph,FS,Defensive Coverage,Defense
2023090700,902,54716,Isiah Pacheco,RB,Other Route Runner,Offense
2023090700,902,55882,Jack Campbell,MLB,Defensive Coverage,Defense
2023090700,902,55910,Brian Branch,SS,Defensive Coverage,Defense
2023090700,902,55920,Rashee Rice,WR,Targeted Receiver,Offense
2023090700,1001,41325,Jerick McKinnon,RB,Other Route Runner,Offense
2023090700,1001,44822,Patrick Mahomes,QB,Passer,Offense
2023090700,1001,44834,Charles Harris,DE,Defensive Coverage,Defense
2023090700,1001,44888,Alex Anzalone,OLB,Defensive Coverage,Defense
2023090700,1001,44906,Cameron Sutton,CB,Defensive Coverage,Defense
2023090700,1001,46243,Marquez Valdes-Scantling,WR,Other Route Runner,Offense
2023090700,1001,46309,Richie James,WR,Other Route Runner,Offense
2023090700,1001,47888,C.J. Gardner-Johnson,SS,Defensive Coverage,Defense
2023090700,1001,53591,Noah Gray,TE,Other Route Runner,Offense
2023090700,1001,53953,Jerry Jacobs,CB,Defensive Coverage,Defense
2023090700,1001,54562,Kerby Joseph,FS,Defensive Coverage,Defense
2023090700,1001,55910,Brian Branch,SS,Defensive Coverage,Defense
2023090700,1001,55920,Rashee Rice,WR,Targeted Receiver,Offense
2023090700,1069,43290,Jared Goff,QB,Passer,Offense
2023090700,1069,44930,Josh Reynolds,WR,Other Route Runner,Offense
2023090700,1069,46137,Justin Reid,SS,Defensive Coverage,Defense
2023090700,1069,52471,Willie Gay Jr.,ILB,Defensive Coverage,Defense
2023090700,1069,52546,L'Jarius Sneed,CB,Defensive Coverage,Defense
2023090700,1069,53487,Nick Bolton,MLB,Defensive Coverage,Defense
2023090700,1069,53541,Amon-Ra St. Brown,WR,Other Route Runner,Offense
2023090700,1069,53959,Brock Wright,TE,Targeted Receiver,Offense
2023090700,1069,54486,Trent McDuffie,CB,Defensive Coverage,Defense
2023090700,1069,54527,Bryan Cook,FS,Defensive Coverage,Defense
2023090700,1069,54568,Leo Chenal,OLB,Defensive Coverage,Defense
2023090700,1069,55899,Sam LaPorta,TE,Other Route Runner,Offense
2023090700,1154,43290,Jared Goff,QB,Passer,Offense
2023090700,1154,43584,Kalif Raymond,WR,Other Route Runner,Offense
2023090700,1154,46137,Justin Reid,SS,Defensive Coverage,Defense
2023090700,1154,47856,David Montgomery,RB,Other Route Runner,Offense
2023090700,1154,52471,Willie Gay Jr.,ILB,Defensive Coverage,Defense
2023090700,1154,52546,L'Jarius Sneed,CB,Defensive Coverage,Defense
2023090700,1154,53487,Nick Bolton,MLB,Defensive Coverage,Defense
2023090700,1154,53541,Amon-Ra St. Brown,WR,Targeted Receiver,Offense
2023090700,1154,54486,Trent McDuffie,CB,Defensive Coverage,Defense
2023090700,1154,54527,Bryan Cook,FS,Defensive Coverage,Defense
2023090700,1154,54568,Leo Chenal,OLB,Defensive Coverage,Defense
2023090700,1201,38696,Marvin Jones,WR,Other Route Runner,Offense
2023090700,1201,43290,Jared Goff,QB,Passer,Offense
2023090700,1201,44930,Josh Reynolds,WR,Other Route Runner,Offense
2023090700,1201,46137,Justin Reid,SS,Defensive Coverage,Defense
2023090700,1201,52471,Willie Gay Jr.,ILB,Defensive Coverage,Defense
2023090700,1201,52546,L'Jarius Sneed,CB,Defensive Coverage,Defense
2023090700,1201,52585,Michael Danna,DE,Defensive Coverage,Defense
2023090700,1201,53541,Amon-Ra St. Brown,WR,Other Route Runner,Offense
2023090700,1201,54486,Trent McDuffie,CB,Defensive Coverage,Defense
2023090700,1201,54527,Bryan Cook,FS,Defensive Coverage,Defense
2023090700,1201,55899,Sam LaPorta,TE,Targeted Receiver,Offense
2023090700,1300,38696,Marvin Jones,WR,Other Route Runner,Offense
2023090700,1300,43290,Jared Goff,QB,Passer,Offense
2023090700,1300,44930,Josh Reynolds,WR,Other Route Runner,Offense
2023090700,1300,46137,Justin Reid,SS,Defensive Coverage,Defense
2023090700,1300,52546,L'Jarius Sneed,CB,Defensive Coverage,Defense
2023090700,1300,53487,Nick Bolton,MLB,Defensive Coverage,Defense
2023090700,1300,53541,Amon-Ra St. Brown,WR,Other Route Runner,Offense
2023090700,1300,54486,Trent McDuffie,CB,Defensive Coverage,Defense
2023090700,1300,54495,George Karlaftis,DE,Defensive Coverage,Defense
2023090700,1300,54527,Bryan Cook,FS,Defensive Coverage,Defense
2023090700,1300,55876,Jahmyr Gibbs,RB,Targeted Receiver,Offense
2023090700,1300,55899,Sam LaPorta,TE,Other Route Runner,Offense
2023090700,1422,44822,Patrick Mahomes,QB,Passer,Offense
2023090700,1422,44906,Cameron Sutton,CB,Defensive Coverage,Defense
2023090700,1422,46309,Richie James,WR,Other Route Runner,Offense
2023090700,1422,47888,C.J. Gardner-Johnson,SS,Defensive Coverage,Defense
2023090700,1422,53591,Noah Gray,TE,Targeted Receiver,Offense
2023090700,1422,53953,Jerry Jacobs,CB,Defensive Coverage,Defense
2023090700,1422,54511,Joshua Paschal,DE,Defensive Coverage,Defense
2023090700,1422,54519,Skyy Moore,WR,Other Route Runner,Offense
2023090700,1422,54562,Kerby Joseph,FS,Defensive Coverage,Defense
2023090700,1422,55910,Brian Branch,SS,Defensive Coverage,Defense
2023090700,1422,55920,Rashee Rice,WR,Other Route Runner,Offense
2023090700,1494,38696,Marvin Jones,WR,Targeted Receiver,Offense
2023090700,1494,43290,Jared Goff,QB,Passer,Offense
2023090700,1494,44930,Josh Reynolds,WR,Other Route Runner,Offense
2023090700,1494,46137,Justin Reid,SS,Defensive Coverage,Defense
2023090700,1494,47913,Drue Tranquill,ILB,Defensive Coverage,Defense
2023090700,1494,52471,Willie Gay Jr.,ILB,Defensive Coverage,Defense
2023090700,1494,52546,L'Jarius Sneed,CB,Defensive Coverage,Defense
2023090700,1494,53541,Amon-Ra St. Brown,WR,Other Route Runner,Offense
2023090700,1494,54486,Trent McDuffie,CB,Defensive Coverage,Defense
2023090700,1494,54527,Bryan Cook,FS,Defensive Coverage,Defense
2023090700,1563,44822,Patrick Mahomes,QB,Passer,Offense
2023090700,1563,44888,Alex Anzalone,OLB,Defensive Coverage,Defense
2023090700,1563,44906,Cameron Sutton,CB,Defensive Coverage,Defense
2023090700,1563,46243,Marquez Valdes-Scantling,WR,Other Route Runner,Offense
2023090700,1563,47888,C.J. Gardner-Johnson,SS,Defensive Coverage,Defense
2023090700,1563,53591,Noah Gray,TE,Other Route Runner,Offense
2023090700,1563,53953,Jerry Jacobs,CB,Defensive Coverage,Defense
2023090700,1563,54562,Kerby Joseph,FS,Defensive Coverage,Defense
2023090700,1563,54716,Isiah Pacheco,RB,Other Route Runner,Offense
2023090700,1563,54885,Justyn Ross,WR,Other Route Runner,Offense
2023090700,1563,55882,Jack Campbell,MLB,Defensive Coverage,Defense
2023090700,1563,55910,Brian Branch,SS,Defensive Coverage,Defense
2023090700,1563,55920,Rashee Rice,WR,Targeted Receiver,Offense
2023090700,1588,41325,Jerick McKinnon,RB,Other Route Runner,Offense
2023090700,1588,44822,Patrick Mahomes,QB,Passer,Offense
2023090700,1588,44888,Alex Anzalone,OLB,Defensive Coverage,Defense
2023090700,1588,44906,Cameron Sutton,CB,Defensive Coverage,Defense
2023090700,1588,46243,Marquez Valdes-Scantling,WR,Other Route Runner,Offense
2023090700,1588,46309,Richie James,WR,Targeted Receiver,Offense
2023090700,1588,47888,C.J. Gardner-Johnson,SS,Defensive Coverage,Defense
2023090700,1588,53449,Kadarius Toney,WR,Other Route Runner,Offense
2023090700,1588,53591,Noah Gray,TE,Other Route Runner,Offense
2023090700,1588,53953,Jerry Jacobs,CB,Defensive Coverage,Defense
2023090700,1588,54562,Kerby Joseph,FS,Defensive Coverage,Defense
2023090700,1588,55882,Jack Campbell,MLB,Defensive Coverage,Defense
2023090700,1588,55910,Brian Branch,SS,Defensive Coverage,Defense
2023090700,1618,41325,Jerick McKinnon,RB,Other Route Runner,Offense
2023090700,1618,44822,Patrick Mahomes,QB,Passer,Offense
2023090700,1618,44888,Alex Anzalone,OLB,Defensive Coverage,Defense
2023090700,1618,44906,Cameron Sutton,CB,Defensive Coverage,Defense
2023090700,1618,46309,Richie James,WR,Other Route Runner,Offense
2023090700,1618,47888,C.J. Gardner-Johnson,SS,Defensive Coverage,Defense
2023090700,1618,53591,Noah Gray,TE,Other Route Runner,Offense
2023090700,1618,53953,Jerry Jacobs,CB,Defensive Coverage,Defense
2023090700,1618,54519,Skyy Moore,WR,Other Route Runner,Offense
2023090700,1618,54562,Kerby Joseph,FS,Defensive Coverage,Defense
2023090700,1618,55882,Jack Campbell,MLB,Defensive Coverage,Defense
2023090700,1618,55910,Brian Branch,SS,Defensive Coverage,Defense
2023090700,1618,55920,Rashee Rice,WR,Targeted Receiver,Offense
2023090700,1679,41325,Jerick McKinnon,RB,Other Route Runner,Offense
2023090700,1679,44822,Patrick Mahomes,QB,Passer,Offense
2023090700,1679,44888,Alex Anzalone,OLB,Defensive Coverage,Defense
2023090700,1679,44906,Cameron Sutton,CB,Defensive Coverage,Defense
2023090700,1679,46213,Justin Watson,WR,Other Route Runner,Offense
2023090700,1679,46243,Marquez Valdes-Scantling,WR,Targeted Receiver,Offense
2023090700,1679,47888,C.J. Gardner-Johnson,SS,Defensive Coverage,Defense
2023090700,1679,53591,Noah Gray,TE,Other Route Runner,Offense
2023090700,1679,53953,Jerry Jacobs,CB,Defensive Coverage,Defense
2023090700,1679,54519,Skyy Moore,WR,Other Route Runner,Offense
2023090700,1679,54562,Kerby Joseph,FS,Defensive Coverage,Defense
2023090700,1679,54653,Malcolm Rodriguez,ILB,Defensive Coverage,Defense
2023090700,1679,55910,Brian Branch,SS,Defensive Coverage,Defense
2023090700,1711,41325,Jerick McKinnon,RB,Other Route Runner,Offense
2023090700,1711,44822,Patrick Mahomes,QB,Passer,Offense
2023090700,1711,44888,Alex Anzalone,OLB,Defensive Coverage,Defense
2023090700,1711,44906,Cameron Sutton,CB,Defensive Coverage,Defense
2023090700,1711,46213,Justin Watson,WR,Targeted Receiver,Offense
2023090700,1711,46243,Marquez Valdes-Scantling,WR,Other Route Runner,Offense
2023090700,1711,47888,C.J. Gardner-Johnson,SS,Defensive Coverage,Defense
2023090700,1711,53591,Noah Gray,TE,Other Route Runner,Offense
2023090700,1711,53953,Jerry Jacobs,CB,Defensive Coverage,Defense
2023090700,1711,54519,Skyy Moore,WR,Other Route Runner,Offense
2023090700,1711,54562,Kerby Joseph,FS,Defensive Coverage,Defense
2023090700,1711,55882,Jack Campbell,MLB,Defensive Coverage,Defense
2023090700,1711,55910,Brian Branch,SS,Defensive Coverage,Defense
2023090700,1741,41325,Jerick McKinnon,RB,Other Route Runner,Offense
2023090700,1741,42460,Blake Bell,TE,Targeted Receiver,Offense
2023090700,1741,44822,Patrick Mahomes,QB,Passer,Offense
2023090700,1741,44834,Charles Harris,DE,Defensive Coverage,Defense
2023090700,1741,44888,Alex Anzalone,OLB,Defensive Coverage,Defense
2023090700,1741,44906,Cameron Sutton,CB,Defensive Coverage,Defense
2023090700,1741,47888,C.J. Gardner-Johnson,SS,Defensive Coverage,Defense
2023090700,1741,53591,Noah Gray,TE,Other Route Runner,Offense
2023090700,1741,53953,Jerry Jacobs,CB,Defensive Coverage,Defense
2023090700,1741,54562,Kerby Joseph,FS,Defensive Coverage,Defense
2023090700,1741,54885,Justyn Ross,WR,Other Route Runner,Offense
2023090700,1741,55910,Brian Branch,SS,Defensive Coverage,Defense
2023090700,1741,55920,Rashee Rice,WR,Other Route Runner,Offense
2023090700,1812,38696,Marvin Jones,WR,Other Route Runner,Offense
2023090700,1812,43290,Jared Goff,QB,Passer,Offense
2023090700,1812,44930,Josh Reynolds,WR,Other Route Runner,Offense
2023090700,1812,46137,Justin Reid,SS,Defensive Coverage,Defense
2023090700,1812,47882,Mike Edwards,FS,Defensive Coverage,Defense
2023090700,1812,52546,L'Jarius Sneed,CB,Defensive Coverage,Defense
2023090700,1812,53487,Nick Bolton,MLB,Defensive Coverage,Defense
2023090700,1812,53541,Amon-Ra St. Brown,WR,Other Route Runner,Offense
2023090700,1812,54527,Bryan Cook,FS,Defensive Coverage,Defense
2023090700,1812,54600,Joshua Williams,CB,Defensive Coverage,Defense
2023090700,1812,55895,Felix Anudike-Uzomah,DE,Defensive Coverage,Defense
2023090700,1812,55899,Sam LaPorta,TE,Targeted Receiver,Offense
2023090700,1837,38696,Marvin Jones,WR,Other Route Runner,Offense
2023090700,1837,43290,Jared Goff,QB,Passer,Offense
2023090700,1837,44930,Josh Reynolds,WR,Other Route Runner,Offense
2023090700,1837,46137,Justin Reid,SS,Defensive Coverage,Defense
2023090700,1837,47856,David Montgomery,RB,Other Route Runner,Offense
2023090700,1837,47882,Mike Edwards,FS,Defensive Coverage,Defense
2023090700,1837,52546,L'Jarius Sneed,CB,Defensive Coverage,Defense
2023090700,1837,53487,Nick Bolton,MLB,Defensive Coverage,Defense
2023090700,1837,53541,Amon-Ra St. Brown,WR,Other Route Runner,Offense
2023090700,1837,54486,Trent McDuffie,CB,Defensive Coverage,Defense
2023090700,1837,54527,Bryan Cook,FS,Defensive Coverage,Defense
2023090700,1837,54600,Joshua Williams,CB,Defensive Coverage,Defense
2023090700,1837,55899,Sam LaPorta,TE,Targeted Receiver,Offense
2023090700,1869,38696,Marvin Jones,WR,Other Route Runner,Offense
2023090700,1869,43290,Jared Goff,QB,Passer,Offense
2023090700,1869,44930,Josh Reynolds,WR,Targeted Receiver,Offense
2023090700,1869,46137,Justin Reid,SS,Defensive Coverage,Defense
2023090700,1869,47856,David Montgomery,RB,Other Route Runner,Offense
2023090700,1869,47882,Mike Edwards,FS,Defensive Coverage,Defense
2023090700,1869,52546,L'Jarius Sneed,CB,Defensive Coverage,Defense
2023090700,1869,53487,Nick Bolton,MLB,Defensive Coverage,Defense
2023090700,1869,53541,Amon-Ra St. Brown,WR,Other Route Runner,Offense
2023090700,1869,54486,Trent McDuffie,CB,Defensive Coverage,Defense
2023090700,1869,54527,Bryan Cook,FS,Defensive Coverage,Defense
2023090700,1869,54600,Joshua Williams,CB,Defensive Coverage,Defense
2023090700,1869,55899,Sam LaPorta,TE,Other Route Runner,Offense
2023090700,1869,55984,Chamarri Conner,SS,Defensive Coverage,Defense
2023090700,1940,38696,Marvin Jones,WR,Targeted Receiver,Offense
2023090700,1940,43290,Jared Goff,QB,Passer,Offense
2023090700,1940,44930,Josh Reynolds,WR,Other Route Runner,Offense
2023090700,1940,46137,Justin Reid,SS,Defensive Coverage,Defense
2023090700,1940,47882,Mike Edwards,FS,Defensive Coverage,Defense
2023090700,1940,52546,L'Jarius Sneed,CB,Defensive Coverage,Defense
2023090700,1940,53487,Nick Bolton,MLB,Defensive Coverage,Defense
2023090700,1940,53541,Amon-Ra St. Brown,WR,Other Route Runner,Offense
2023090700,1940,54486,Trent McDuffie,CB,Defensive Coverage,Defense
2023090700,1940,54527,Bryan Cook,FS,Defensive Coverage,Defense
2023090700,1940,54600,Joshua Williams,CB,Defensive Coverage,Defense
2023090700,2118,42460,Blake Bell,TE,Targeted Receiver,Offense
2023090700,2118,44822,Patrick Mahomes,QB,Passer,Offense
2023090700,2118,44888,Alex Anzalone,OLB,Defensive Coverage,Defense
2023090700,2118,44906,Cameron Sutton,CB,Defensive Coverage,Defense
2023090700,2118,46213,Justin Watson,WR,Other Route Runner,Offense
2023090700,2118,46243,Marquez Valdes-Scantling,WR,Other Route Runner,Offense
2023090700,2118,47888,C.J. Gardner-Johnson,SS,Defensive Coverage,Defense
2023090700,2118,52440,Clyde Edwards-Helaire,RB,Other Route Runner,Offense
2023090700,2118,53542,Derrick Barnes,MLB,Defensive Coverage,Defense
2023090700,2118,53591,Noah Gray,TE,Other Route Runner,Offense
2023090700,2118,53953,Jerry Jacobs,CB,Defensive Coverage,Defense
2023090700,2118,54562,Kerby Joseph,FS,Defensive Coverage,Defense
2023090700,2118,55910,Brian Branch,SS,Defensive Coverage,Defense
2023090700,2141,41325,Jerick McKinnon,RB,Other Route Runner,Offense
2023090700,2141,44822,Patrick Mahomes,QB,Passer,Offense
2023090700,2141,44888,Alex Anzalone,OLB,Defensive Coverage,Defense
2023090700,2141,44906,Cameron Sutton,CB,Defensive Coverage,Defense
2023090700,2141,46213,Justin Watson,WR,Other Route Runner,Offense
2023090700,2141,47888,C.J. Gardner-Johnson,SS,Defensive Coverage,Defense
2023090700,2141,53449,Kadarius Toney,WR,Other Route Runner,Offense
2023090700,2141,53591,Noah Gray,TE,Targeted Receiver,Offense
2023090700,2141,53953,Jerry Jacobs,CB,Defensive Coverage,Defense
2023090700,2141,54519,Skyy Moore,WR,Other Route Runner,Offense
2023090700,2141,54562,Kerby Joseph,FS,Defensive Coverage,Defense
2023090700,2141,54653,Malcolm Rodriguez,ILB,Defensive Coverage,Defense
2023090700,2141,55910,Brian Branch,SS,Defensive Coverage,Defense
2023090700,2186,38696,Marvin Jones,WR,Targeted Receiver,Offense
2023090700,2186,43290,Jared Goff,QB,Passer,Offense
2023090700,2186,44930,Josh Reynolds,WR,Other Route Runner,Offense
2023090700,2186,46137,Justin Reid,SS,Defensive Coverage,Defense
2023090700,2186,47856,David Montgomery,RB,Other Route Runner,Offense
2023090700,2186,52471,Willie Gay Jr.,ILB,Defensive Coverage,Defense
2023090700,2186,52546,L'Jarius Sneed,CB,Defensive Coverage,Defense
2023090700,2186,53487,Nick Bolton,MLB,Defensive Coverage,Defense
2023090700,2186,53541,Amon-Ra St. Brown,WR,Other Route Runner,Offense
2023090700,2186,54486,Trent McDuffie,CB,Defensive Coverage,Defense
2023090700,2186,54527,Bryan Cook,FS,Defensive Coverage,Defense
2023090700,2186,55984,Chamarri Conner,SS,Defensive Coverage,Defense
2023090700,2261,38696,Marvin Jones,WR,Other Route Runner,Offense
2023090700,2261,43290,Jared Goff,QB,Passer,Offense
2023090700,2261,43584,Kalif Raymond,WR,Other Route Runner,Offense
2023090700,2261,46137,Justin Reid,SS,Defensive Coverage,Defense
2023090700,2261,47856,David Montgomery,RB,Other Route Runner,Offense
2023090700,2261,47882,Mike Edwards,FS,Defensive Coverage,Defense
