player_id,side,pillar_coverage,pillar_reaction,overall_0_100,per10,pillar_anticipation,pillar_execution,pillar_separation,pillar_innovation,pillar_eyes
42347.0,WR,,,47.6,5.0,0.21739130434782608,0.782608695652174,0.6521739130434783,0.5217391304347826,0.30434782608695654
42357.0,WR,,,48.8,5.0,0.3125,0.6875,0.625,0.5,0.375
42361.0,DB,0.25,0.27692307692307694,26.3,,,,,,
42363.0,WR,,,51.6,5.2,0.375,0.6875,0.625,0.5,0.4375
42368.0,DB,0.4166666666666667,0.5769230769230769,49.7,,,,,,
42372.0,WR,,,50.5,5.1,0.45454545454545453,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.5454545454545454
42377.0,WR,,,50.5,5.1,0.45454545454545453,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.5454545454545454
42381.0,DB,0.45454545454545453,0.5,47.7,,,,,,
42388.0,DB,0.4166666666666667,0.4523809523809524,43.5,,,,,,
42391.0,DB,0.42857142857142855,0.275,35.2,,,,,,
42393.0,DB,0.4090909090909091,0.4230769230769231,41.6,,,,,,
42397.0,WR,,,50.4,5.2,0.4166666666666667,0.5833333333333334,0.5,0.5,0.5833333333333334
42401.0,DB,,0.38461538461538464,38.5,,,,,,
42406.0,DB,0.45454545454545453,0.46153846153846156,45.8,,,,,,
42412.0,WR,,,53.0,5.5,0.3,0.75,0.7,0.55,0.45
42427.0,DB,0.38461538461538464,0.375,38.0,,,,,,
42431.0,DB,,0.38461538461538464,38.5,,,,,,
42437.0,WR,,,49.6,5.0,0.4166666666666667,0.5833333333333334,0.5833333333333334,0.5,0.4166666666666667
42441.0,DB,0.4,0.2,30.0,,,,,,
42460.0,WR,,,48.1,4.8,0.46153846153846156,0.6153846153846154,0.46153846153846156,0.46153846153846156,0.38461538461538464
42465.0,DB,,0.38461538461538464,38.5,,,,,,
42467.0,DB,0.35714285714285715,0.34146341463414637,34.9,,,,,,
42485.0,DB,0.45454545454545453,0.6071428571428571,53.1,,,,,,
42488.0,DB,,0.45454545454545453,45.5,,,,,,
42489.0,WR,,,53.0,5.6,0.25925925925925924,0.8148148148148148,0.6666666666666666,0.5185185185185185,0.5185185185185185
42511.0,WR,,,51.8,5.1,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.45454545454545453
42543.0,DB,0.4166666666666667,0.5675675675675675,49.2,,,,,,
42547.0,WR,,,57.6,6.0,0.3333333333333333,0.7619047619047619,0.7619047619047619,0.5238095238095238,0.6190476190476191
42718.0,WR,,,51.2,5.1,0.46153846153846156,0.6153846153846154,0.6153846153846154,0.46153846153846156,0.38461538461538464
42794.0,WR,,,53.2,5.3,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.5454545454545454
42816.0,DB,0.3333333333333333,0.30303030303030304,31.8,,,,,,
42929.0,DB,0.35294117647058826,0.4318181818181818,39.2,,,,,,
43296.0,DB,,0.45454545454545453,45.5,,,,,,
43298.0,DB,0.45454545454545453,0.45454545454545453,45.5,,,,,,
43299.0,DB,0.3,0.32727272727272727,31.4,,,,,,
43306.0,DB,0.29411764705882354,0.6666666666666666,48.0,,,,,,
43314.0,DB,0.5,0.5862068965517241,54.3,,,,,,
43324.0,WR,,,60.7,5.9,0.6190476190476191,0.7619047619047619,0.6666666666666666,0.5714285714285714,0.3333333333333333
43327.0,DB,0.4,0.4126984126984127,40.6,,,,,,
43329.0,WR,,,51.7,5.3,0.4166666666666667,0.5833333333333334,0.5,0.5833333333333334,0.5833333333333334
43333.0,DB,,0.45454545454545453,45.5,,,,,,
43334.0,WR,,,49.6,5.0,0.4166666666666667,0.5833333333333334,0.5833333333333334,0.4166666666666667,0.5
43336.0,WR,,,50.2,5.2,0.25,0.7916666666666666,0.625,0.4583333333333333,0.5
43344.0,WR,,,52.6,5.4,0.35294117647058826,0.7058823529411765,0.6470588235294118,0.5882352941176471,0.4117647058823529
43350.0,DB,0.38461538461538464,0.7021276595744681,54.3,,,,,,
43351.0,DB,0.35294117647058826,0.3111111111111111,33.2,,,,,,
43353.0,DB,0.35714285714285715,0.5714285714285714,46.4,,,,,,
43366.0,DB,,0.45454545454545453,45.5,,,,,,
43370.0,WR,,,48.8,4.9,0.38461538461538464,0.6153846153846154,0.6153846153846154,0.46153846153846156,0.38461538461538464
43373.0,DB,0.35714285714285715,0.2962962962962963,32.7,,,,,,
43387.0,DB,0.3333333333333333,0.6140350877192983,47.4,,,,,,
43395.0,DB,,0.4230769230769231,42.3,,,,,,
43396.0,WR,,,47.3,4.7,0.45454545454545453,0.5454545454545454,0.45454545454545453,0.45454545454545453,0.45454545454545453
43399.0,WR,,,55.8,5.4,0.5789473684210527,0.7368421052631579,0.631578947368421,0.42105263157894735,0.3157894736842105
43404.0,DB,0.3333333333333333,0.3958333333333333,36.5,,,,,,
43411.0,DB,,0.45454545454545453,45.5,,,,,,
43426.0,DB,,0.45454545454545453,45.5,,,,,,
43435.0,DB,0.35714285714285715,0.23809523809523808,29.8,,,,,,
43436.0,DB,,0.5454545454545454,54.5,,,,,,
43454.0,WR,,,52.2,5.3,0.3448275862068966,0.8275862068965517,0.6206896551724138,0.3793103448275862,0.4827586206896552
43474.0,DB,0.45454545454545453,0.47619047619047616,46.5,,,,,,
43497.0,DB,0.45454545454545453,0.4074074074074074,43.1,,,,,,
43503.0,DB,0.46153846153846156,0.36363636363636365,41.3,,,,,,
43522.0,DB,0.45454545454545453,0.6521739130434783,55.3,,,,,,
43533.0,DB,0.38461538461538464,0.4888888888888889,43.7,,,,,,
43584.0,WR,,,53.5,5.4,0.46153846153846156,0.6153846153846154,0.6153846153846154,0.46153846153846156,0.5384615384615384
43641.0,DB,0.4375,0.29545454545454547,36.6,,,,,,
43694.0,DB,,0.45454545454545453,45.5,,,,,,
43700.0,DB,0.5833333333333334,0.4074074074074074,49.5,,,,,,
43797.0,DB,,0.38461538461538464,38.5,,,,,,
43971.0,WR,,,49.6,5.1,0.38461538461538464,0.6153846153846154,0.5384615384615384,0.5384615384615384,0.46153846153846156
43986.0,DB,,0.5,50.0,,,,,,
44174.0,DB,,0.45454545454545453,45.5,,,,,,
44792.0,WR,,,50.8,5.2,0.4166666666666667,0.5833333333333334,0.5833333333333334,0.5,0.5
44813.0,DB,,0.4166666666666667,41.7,,,,,,
44819.0,WR,,,46.3,4.8,0.25,0.75,0.55,0.4,0.45
44820.0,WR,,,52.3,5.2,0.4666666666666667,0.6666666666666666,0.6,0.5333333333333333,0.3333333333333333
44823.0,DB,0.5625,0.22033898305084745,39.1,,,,,,
44827.0,DB,0.45454545454545453,0.5116279069767442,48.3,,,,,,
44830.0,DB,0.3684210526315789,0.4339622641509434,40.1,,,,,,
44834.0,DB,0.45454545454545453,0.2631578947368421,35.9,,,,,,
44835.0,WR,,,47.9,4.8,0.35294117647058826,0.7058823529411765,0.5882352941176471,0.35294117647058826,0.4117647058823529
44837.0,DB,0.3333333333333333,0.7142857142857143,52.4,,,,,,
44839.0,DB,0.375,0.4878048780487805,43.1,,,,,,
44841.0,WR,,,48.8,5.0,0.3125,0.6875,0.625,0.4375,0.4375
44842.0,DB,0.45454545454545453,0.42857142857142855,44.2,,,,,,
44848.0,DB,0.45454545454545453,0.8125,63.4,,,,,,
44849.0,WR,,,45.5,4.6,0.2727272727272727,0.7727272727272727,0.5454545454545454,0.3181818181818182,0.4090909090909091
44851.0,DB,0.4166666666666667,0.5245901639344263,47.1,,,,,,
44852.0,WR,,,51.6,5.2,0.375,0.6875,0.625,0.5,0.4375
44853.0,WR,,,49.2,5.0,0.4166666666666667,0.5833333333333334,0.5,0.5,0.5
44854.0,DB,0.4166666666666667,0.6,50.8,,,,,,
44856.0,WR,,,50.7,5.2,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.4666666666666667,0.4666666666666667
44860.0,WR,,,48.8,4.9,0.35294117647058826,0.7058823529411765,0.5882352941176471,0.35294117647058826,0.47058823529411764
44862.0,DB,0.3333333333333333,0.6071428571428571,47.0,,,,,,
44869.0,DB,0.3,0.26666666666666666,28.3,,,,,,
44872.0,DB,0.42857142857142855,0.2826086956521739,35.6,,,,,,
44874.0,WR,,,54.2,5.5,0.42105263157894735,0.7368421052631579,0.631578947368421,0.631578947368421,0.3157894736842105
44878.0,DB,0.3333333333333333,0.391304347826087,36.2,,,,,,
44888.0,DB,0.42857142857142855,0.22580645161290322,32.7,,,,,,
44893.0,DB,,0.42857142857142855,42.9,,,,,,
44896.0,WR,,,50.5,5.0,0.4,0.75,0.65,0.45,0.25
44901.0,WR,,,49.6,5.0,0.4166666666666667,0.5833333333333334,0.5833333333333334,0.4166666666666667,0.5
44902.0,DB,0.5833333333333334,0.3125,44.8,,,,,,
44903.0,DB,0.45454545454545453,0.45454545454545453,45.5,,,,,,
44904.0,DB,0.45454545454545453,0.375,41.5,,,,,,
44906.0,DB,0.35294117647058826,0.3888888888888889,37.1,,,,,,
44911.0,DB,0.35294117647058826,0.3548387096774194,35.4,,,,,,
44912.0,WR,,,50.8,5.1,0.46153846153846156,0.6153846153846154,0.5384615384615384,0.46153846153846156,0.46153846153846156
44915.0,DB,,0.38461538461538464,38.5,,,,,,
44917.0,WR,,,49.6,5.0,0.4166666666666667,0.5833333333333334,0.5833333333333334,0.4166666666666667,0.5
44925.0,DB,0.46153846153846156,0.6578947368421053,56.0,,,,,,
44926.0,DB,0.3181818181818182,0.7464788732394366,53.2,,,,,,
44927.0,WR,,,49.7,5.2,0.29411764705882354,0.7058823529411765,0.5882352941176471,0.35294117647058826,0.6470588235294118
44930.0,WR,,,46.9,4.9,0.23809523809523808,0.7619047619047619,0.6190476190476191,0.42857142857142855,0.38095238095238093
44931.0,WR,,,51.4,5.2,0.3333333333333333,0.7222222222222222,0.7222222222222222,0.3888888888888889,0.4444444444444444
44938.0,DB,,0.45454545454545453,45.5,,,,,,
44947.0,WR,,,49.2,4.8,0.5,0.5833333333333334,0.5,0.4166666666666667,0.4166666666666667
44957.0,DB,,0.45454545454545453,45.5,,,,,,
44959.0,WR,,,53.6,5.4,0.3888888888888889,0.7222222222222222,0.6666666666666666,0.5,0.4444444444444444
44962.0,DB,0.38461538461538464,0.6896551724137931,53.7,,,,,,
44974.0,DB,,0.36666666666666664,36.7,,,,,,
44976.0,DB,0.3333333333333333,0.5,41.7,,,,,,
44978.0,WR,,,50.5,5.1,0.45454545454545453,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.5454545454545454
44995.0,WR,,,49.2,5.0,0.4166666666666667,0.5833333333333334,0.5,0.5,0.5
45004.0,DB,0.45454545454545453,0.6382978723404256,54.6,,,,,,
45021.0,DB,0.3125,0.43859649122807015,37.6,,,,,,
45052.0,WR,,,51.7,5.2,0.5,0.5833333333333334,0.5,0.5,0.5
45102.0,WR,,,50.4,5.0,0.5,0.5833333333333334,0.5,0.4166666666666667,0.5
45185.0,WR,,,52.9,5.3,0.35714285714285715,0.8214285714285714,0.75,0.4642857142857143,0.25
45215.0,DB,,0.4375,43.8,,,,,,
45287.0,DB,0.3125,0.47761194029850745,39.5,,,,,,
45345.0,DB,0.45454545454545453,0.2558139534883721,35.5,,,,,,
45571.0,DB,0.2727272727272727,0.18181818181818182,22.7,,,,,,
45573.0,WR,,,48.3,4.9,0.3333333333333333,0.6666666666666666,0.6,0.4666666666666667,0.4
45635.0,WR,,,49.2,5.0,0.4166666666666667,0.5833333333333334,0.5,0.5833333333333334,0.4166666666666667
45900.0,WR,,,50.9,5.3,0.29411764705882354,0.7058823529411765,0.6470588235294118,0.5294117647058824,0.47058823529411764
46071.0,WR,,,53.8,5.5,0.35,0.75,0.7,0.4,0.55
46073.0,DB,0.2608695652173913,0.43478260869565216,34.8,,,,,,
46074.0,DB,,0.35714285714285715,35.7,,,,,,
46077.0,DB,0.42857142857142855,0.22950819672131148,32.9,,,,,,
46080.0,DB,0.38461538461538464,0.6,49.2,,,,,,
46081.0,DB,,0.45454545454545453,45.5,,,,,,
46085.0,DB,0.375,0.375,37.5,,,,,,
46086.0,DB,0.3125,0.5,40.6,,,,,,
46087.0,DB,0.3888888888888889,0.6346153846153846,51.2,,,,,,
46088.0,DB,0.45454545454545453,0.35,40.2,,,,,,
46093.0,WR,,,51.2,5.3,0.29411764705882354,0.7058823529411765,0.7058823529411765,0.47058823529411764,0.47058823529411764
46094.0,WR,,,50.2,5.1,0.3,0.75,0.75,0.35,0.4
46095.0,WR,,,46.2,4.7,0.2916666666666667,0.7916666666666666,0.5833333333333334,0.2916666666666667,0.375
46096.0,WR,,,49.1,4.9,0.45454545454545453,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.45454545454545453
46097.0,DB,0.3333333333333333,0.6274509803921569,48.0,,,,,,
46099.0,DB,,0.45454545454545453,45.5,,,,,,
46104.0,WR,,,52.1,5.3,0.4166666666666667,0.5833333333333334,0.5833333333333334,0.5,0.5833333333333334
46105.0,DB,0.38461538461538464,0.3076923076923077,34.6,,,,,,
46109.0,WR,,,49.3,5.2,0.22727272727272727,0.7727272727272727,0.6363636363636364,0.5,0.45454545454545453
46110.0,DB,0.38461538461538464,0.22727272727272727,30.6,,,,,,
46111.0,WR,,,55.6,5.4,0.5,0.7222222222222222,0.7222222222222222,0.4444444444444444,0.3333333333333333
46116.0,WR,,,51.8,5.3,0.3,0.75,0.75,0.45,0.4
46117.0,DB,,0.3333333333333333,33.3,,,,,,
46118.0,WR,,,47.5,4.9,0.3125,0.6875,0.5625,0.4375,0.4375
46122.0,DB,0.35294117647058826,0.38461538461538464,36.9,,,,,,
46123.0,DB,0.38461538461538464,0.5818181818181818,48.3,,,,,,
46124.0,DB,0.45,0.35555555555555557,40.3,,,,,,
46127.0,DB,0.29411764705882354,0.31343283582089554,30.4,,,,,,
46130.0,WR,,,50.5,5.1,0.45454545454545453,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.5454545454545454
46132.0,DB,0.3333333333333333,0.3125,32.3,,,,,,
46137.0,DB,0.3125,0.6206896551724138,46.7,,,,,,
46138.0,DB,,0.5454545454545454,54.5,,,,,,
46139.0,DB,0.3684210526315789,0.2441860465116279,30.6,,,,,,
46141.0,DB,,0.45454545454545453,45.5,,,,,,
46142.0,DB,0.2777777777777778,0.24074074074074073,25.9,,,,,,
46146.0,DB,,0.4166666666666667,41.7,,,,,,
46150.0,WR,,,47.5,4.9,0.35714285714285715,0.6428571428571429,0.5,0.5714285714285714,0.35714285714285715
46151.0,DB,,0.5454545454545454,54.5,,,,,,
46153.0,DB,,0.45454545454545453,45.5,,,,,,
46155.0,WR,,,51.8,5.3,0.35294117647058826,0.7058823529411765,0.6470588235294118,0.5294117647058824,0.4117647058823529
46156.0,DB,,0.5454545454545454,54.5,,,,,,
46157.0,DB,,0.38461538461538464,38.5,,,,,,
46167.0,WR,,,47.9,4.8,0.4166666666666667,0.5833333333333334,0.5,0.4166666666666667,0.5
46168.0,DB,0.45454545454545453,0.38461538461538464,42.0,,,,,,
46175.0,DB,0.3333333333333333,0.4,36.7,,,,,,
46186.0,DB,0.35714285714285715,0.6428571428571429,50.0,,,,,,
46188.0,DB,0.21739130434782608,0.2698412698412698,24.4,,,,,,
46189.0,WR,,,53.0,5.3,0.4666666666666667,0.6666666666666666,0.5333333333333333,0.5333333333333333,0.4666666666666667
46190.0,DB,0.38461538461538464,0.43902439024390244,41.2,,,,,,
46192.0,WR,,,58.3,5.7,0.55,0.75,0.7,0.4,0.45
46194.0,DB,0.3,0.42,36.0,,,,,,
46199.0,DB,,0.45454545454545453,45.5,,,,,,
46206.0,WR,,,50.7,5.1,0.3333333333333333,0.7619047619047619,0.6666666666666666,0.47619047619047616,0.3333333333333333
46211.0,DB,0.3333333333333333,0.2857142857142857,31.0,,,,,,
46212.0,DB,0.4166666666666667,0.48936170212765956,45.3,,,,,,
46213.0,WR,,,52.1,5.4,0.3157894736842105,0.7368421052631579,0.6842105263157895,0.5263157894736842,0.42105263157894735
46215.0,DB,0.47368421052631576,0.2857142857142857,38.0,,,,,,
46223.0,DB,0.45454545454545453,0.45454545454545453,45.5,,,,,,
46226.0,WR,,,45.9,4.6,0.3125,0.6875,0.625,0.3125,0.375
46229.0,DB,,0.45454545454545453,45.5,,,,,,
46243.0,WR,,,48.7,4.9,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.4666666666666667,0.3333333333333333
46259.0,DB,0.46153846153846156,0.7142857142857143,58.8,,,,,,
46269.0,DB,0.375,0.34782608695652173,36.1,,,,,,
46279.0,WR,,,50.0,5.1,0.35294117647058826,0.7058823529411765,0.6470588235294118,0.35294117647058826,0.47058823529411764
46304.0,DB,0.3684210526315789,0.2878787878787879,32.8,,,,,,
46309.0,WR,,,46.2,4.6,0.38461538461538464,0.6153846153846154,0.5384615384615384,0.38461538461538464,0.38461538461538464
46310.0,DB,0.4166666666666667,0.3333333333333333,37.5,,,,,,
46349.0,DB,,0.45454545454545453,45.5,,,,,,
46456.0,DB,0.3157894736842105,0.5675675675675675,44.2,,,,,,
46461.0,WR,,,50.8,5.1,0.46153846153846156,0.6153846153846154,0.5384615384615384,0.46153846153846156,0.46153846153846156
46522.0,WR,,,50.5,5.1,0.45454545454545453,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.5454545454545454
46527.0,DB,0.3333333333333333,0.4864864864864865,41.0,,,,,,
46542.0,WR,,,49.1,4.9,0.45454545454545453,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.45454545454545453
46652.0,DB,0.35714285714285715,0.2903225806451613,32.4,,,,,,
46657.0,DB,0.45454545454545453,0.47368421052631576,46.4,,,,,,
46669.0,DB,,0.47368421052631576,47.4,,,,,,
46672.0,DB,0.4166666666666667,0.22857142857142856,32.3,,,,,,
46684.0,DB,,0.45454545454545453,45.5,,,,,,
46698.0,DB,0.3333333333333333,0.4375,38.5,,,,,,
46699.0,DB,,0.5454545454545454,54.5,,,,,,
46700.0,DB,0.3125,0.5535714285714286,43.3,,,,,,
46705.0,WR,,,47.1,4.8,0.29411764705882354,0.7058823529411765,0.5882352941176471,0.4117647058823529,0.4117647058823529
46711.0,DB,0.38461538461538464,0.53125,45.8,,,,,,
46724.0,DB,0.45454545454545453,0.45454545454545453,45.5,,,,,,
46757.0,DB,0.3181818181818182,0.35714285714285715,33.8,,,,,,
46759.0,WR,,,48.3,4.8,0.4166666666666667,0.5833333333333334,0.5833333333333334,0.4166666666666667,0.4166666666666667
46775.0,DB,0.38095238095238093,0.2558139534883721,31.8,,,,,,
46807.0,DB,,0.4418604651162791,44.2,,,,,,
46902.0,DB,0.4,0.2631578947368421,33.2,,,,,,
46908.0,DB,,0.5,50.0,,,,,,
46968.0,DB,0.5454545454545454,0.3181818181818182,43.2,,,,,,
47605.0,WR,,,49.1,4.9,0.45454545454545453,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.45454545454545453
47788.0,DB,0.3333333333333333,0.32142857142857145,32.7,,,,,,
47790.0,DB,,0.4375,43.8,,,,,,
47791.0,WR,,,51.4,5.2,0.32,0.8,0.72,0.44,0.32
47793.0,DB,0.35714285714285715,0.5882352941176471,47.3,,,,,,
47799.0,DB,,0.35714285714285715,35.7,,,,,,
47802.0,DB,,0.45454545454545453,45.5,,,,,,
47803.0,WR,,,51.4,5.3,0.35714285714285715,0.6428571428571429,0.6428571428571429,0.5714285714285714,0.42857142857142855
47804.0,DB,0.38461538461538464,0.4339622641509434,40.9,,,,,,
47807.0,WR,,,48.3,5.0,0.2777777777777778,0.7222222222222222,0.6111111111111112,0.4444444444444444,0.4444444444444444
47808.0,WR,,,50.2,5.1,0.30434782608695654,0.782608695652174,0.6521739130434783,0.43478260869565216,0.391304347826087
47809.0,DB,,0.45454545454545453,45.5,,,,,,
47816.0,DB,0.25,0.4807692307692308,36.5,,,,,,
47817.0,DB,0.4166666666666667,0.39285714285714285,40.5,,,,,,
47819.0,WR,,,50.0,5.1,0.2857142857142857,0.7619047619047619,0.6666666666666666,0.5238095238095238,0.3333333333333333
47822.0,DB,0.3888888888888889,0.42857142857142855,40.9,,,,,,
47826.0,DB,0.3125,0.28125,29.7,,,,,,
47833.0,WR,,,47.9,4.7,0.4117647058823529,0.7058823529411765,0.5882352941176471,0.35294117647058826,0.29411764705882354
47834.0,WR,,,52.4,5.6,0.21739130434782608,0.782608695652174,0.6956521739130435,0.6086956521739131,0.4782608695652174
47836.0,WR,,,51.5,5.3,0.35294117647058826,0.7058823529411765,0.5882352941176471,0.47058823529411764,0.5294117647058824
47839.0,WR,,,49.1,4.9,0.45454545454545453,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.45454545454545453
47842.0,WR,,,50.3,5.2,0.2777777777777778,0.7222222222222222,0.6666666666666666,0.5,0.4444444444444444
47844.0,DB,,0.45454545454545453,45.5,,,,,,
47846.0,DB,0.45454545454545453,0.32,38.7,,,,,,
47847.0,WR,,,50.3,5.0,0.3888888888888889,0.7222222222222222,0.6666666666666666,0.3888888888888889,0.3333333333333333
47849.0,WR,,,46.6,4.6,0.375,0.6875,0.5625,0.375,0.3125
47852.0,WR,,,52.8,5.4,0.375,0.6875,0.6875,0.5,0.4375
47855.0,DB,0.45454545454545453,0.2978723404255319,37.6,,,,,,
47856.0,WR,,,50.5,5.1,0.45454545454545453,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.5454545454545454
47857.0,WR,,,49.1,4.9,0.45454545454545453,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.45454545454545453
47859.0,WR,,,53.4,5.4,0.42105263157894735,0.7368421052631579,0.631578947368421,0.47368421052631576,0.42105263157894735
47862.0,DB,,0.5384615384615384,53.8,,,,,,
47863.0,DB,0.4166666666666667,0.3333333333333333,37.5,,,,,,
47864.0,DB,,0.4166666666666667,41.7,,,,,,
47870.0,WR,,,49.6,5.0,0.4166666666666667,0.5833333333333334,0.5833333333333334,0.5,0.4166666666666667
47871.0,DB,0.29411764705882354,0.22641509433962265,26.0,,,,,,
47872.0,DB,0.4166666666666667,0.28,34.8,,,,,,
47876.0,WR,,,49.1,4.9,0.45454545454545453,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.45454545454545453
47877.0,DB,0.2631578947368421,0.2923076923076923,27.8,,,,,,
47878.0,DB,,0.35714285714285715,35.7,,,,,,
47879.0,WR,,,52.1,5.2,0.47058823529411764,0.7058823529411765,0.5294117647058824,0.47058823529411764,0.4117647058823529
47881.0,DB,0.25,0.3230769230769231,28.7,,,,,,
47882.0,DB,0.4166666666666667,0.6551724137931034,53.6,,,,,,
47885.0,WR,,,50.0,5.1,0.35294117647058826,0.7058823529411765,0.6470588235294118,0.35294117647058826,0.47058823529411764
47888.0,DB,0.38461538461538464,0.4852941176470588,43.5,,,,,,
47890.0,DB,0.45454545454545453,0.375,41.5,,,,,,
47891.0,DB,0.3157894736842105,0.6351351351351351,47.5,,,,,,
47896.0,WR,,,47.3,4.7,0.45454545454545453,0.5454545454545454,0.45454545454545453,0.45454545454545453,0.45454545454545453
47899.0,DB,0.35714285714285715,0.35714285714285715,35.7,,,,,,
47904.0,WR,,,49.1,4.9,0.45454545454545453,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.45454545454545453
47911.0,WR,,,48.2,4.8,0.3157894736842105,0.7368421052631579,0.6842105263157895,0.3157894736842105,0.3684210526315789
47913.0,DB,0.45454545454545453,0.34782608695652173,40.1,,,,,,
47915.0,DB,0.5454545454545454,0.4166666666666667,48.1,,,,,,
47917.0,DB,,0.45454545454545453,45.5,,,,,,
47920.0,WR,,,49.2,5.0,0.4166666666666667,0.5833333333333334,0.5,0.5,0.5
47931.0,DB,0.2413793103448276,0.36363636363636365,30.3,,,,,,
47932.0,WR,,,50.5,5.1,0.45454545454545453,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.45454545454545453
47934.0,DB,0.45454545454545453,0.25,35.2,,,,,,
47938.0,DB,,0.42857142857142855,42.9,,,,,,
47939.0,DB,,0.5454545454545454,54.5,,,,,,
47941.0,DB,0.5454545454545454,0.6842105263157895,61.5,,,,,,
